Generación,Mejor Fitness,Fitness Promedio,Diversidad,Peor Fitness,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra
128,42.50,39.65,16.32,32.00,57.41,98.99,523.32,0,25
129,42.50,40.20,15.45,32.00,64.63,99.17,524.53,0,25
130,42.50,41.40,15.28,32.00,66.43,99.12,525.60,0,25
131,42.50,39.05,17.17,32.00,60.29,99.23,527.08,0,25
132,42.50,39.60,16.58,32.00,62.12,98.93,528.55,0,25
133,42.50,39.70,15.64,32.00,58.49,98.96,530.00,0,25
134,42.50,38.70,17.05,32.00,55.88,98.83,531.43,0,25
135,42.50,38.35,17.24,30.50,57.40,98.88,532.83,0,25
136,42.50,39.40,15.49,30.50,64.07,99.21,534.36,0,25
137,42.50,40.40,16.25,32.00,81.06,99.20,536.94,0,25
138,42.50,40.00,16.72,30.50,86.00,99.09,538.94,0,25
139,42.50,39.25,16.24,29.00,79.26,99.12,540.71,0,25
140,42.50,39.35,16.19,30.50,91.51,98.58,543.81,0,25
141,42.50,38.55,17.12,29.00,87.25,98.49,546.92,0,25
142,42.50,40.35,17.31,30.50,89.91,98.83,549.37,0,25
143,42.50,39.30,17.07,30.50,93.81,98.64,551.94,0,25
144,42.50,40.20,16.43,30.50,86.47,98.06,554.03,0,25
145,42.50,39.85,15.45,32.00,81.15,98.48,556.15,0,25
146,42.50,38.40,16.70,32.00,81.25,98.85,558.57,0,25
147,42.50,37.45,17.26,30.50,90.98,99.26,561.07,0,25
148,42.50,39.45,16.44,32.00,81.94,98.88,563.21,0,25
149,42.50,38.80,17.35,32.00,72.53,99.19,564.95,0,25
150,42.50,39.85,17.21,32.00,68.85,99.09,566.56,0,25
151,42.50,39.00,17.62,30.50,69.55,99.03,568.23,0,25
152,42.50,40.10,17.78,32.00,66.56,99.17,569.77,0,25
153,42.50,38.70,18.30,30.50,80.41,99.10,571.47,0,25
154,42.50,38.25,17.94,32.00,79.43,99.05,573.36,0,25
155,42.50,39.50,18.17,32.00,70.35,99.30,575.04,0,25
156,42.50,40.10,17.69,32.00,65.87,99.14,576.66,0,25
157,42.50,39.55,16.90,32.00,75.57,99.27,577.93,0,25
158,42.50,39.60,16.17,32.00,61.88,99.25,579.53,0,25
159,42.50,40.00,16.48,32.00,67.98,99.23,580.67,0,25
160,42.50,39.40,16.83,32.00,79.79,99.16,582.58,0,25
161,42.50,40.60,15.83,32.00,62.78,99.16,584.15,0,25
162,42.50,39.40,15.42,32.00,59.96,99.22,585.37,0,25
163,42.50,39.90,14.32,32.00,60.07,99.19,586.82,0,25
164,42.50,39.15,14.31,32.00,54.70,99.29,588.19,0,25
165,42.50,40.75,12.95,32.00,51.73,99.25,589.54,0,25
166,42.50,40.80,13.11,32.00,53.82,99.27,590.90,0,25
167,42.50,40.55,13.46,32.00,51.88,99.21,592.24,0,25
168,42.50,39.80,15.16,32.00,55.13,99.19,593.63,0,25
169,42.50,39.45,15.35,32.00,53.33,99.22,594.97,0,25
170,42.50,39.25,15.80,32.00,53.56,99.29,596.34,0,25
171,42.50,38.65,16.66,32.00,51.75,99.26,597.67,0,25
172,42.50,39.95,16.99,30.50,57.42,99.20,599.05,0,25
173,42.50,39.70,16.41,32.00,50.43,99.29,600.36,0,25
174,42.50,40.45,16.57,32.00,57.82,99.24,601.52,0,25
175,42.50,41.15,16.44,32.00,62.79,99.12,602.53,0,25
176,42.50,39.35,17.42,30.50,57.40,99.27,604.00,0,25
177,42.50,39.05,17.60,32.00,56.91,99.45,605.36,0,25
178,42.50,38.20,18.12,32.00,85.14,99.22,607.03,0,25
179,42.50,39.65,17.58,30.50,78.58,99.13,608.89,0,25
180,42.50,38.95,17.93,32.00,71.63,99.04,610.49,0,25
181,42.50,40.25,16.98,29.00,73.28,99.10,612.00,0,25
182,42.50,39.85,17.64,32.00,72.04,98.94,613.70,0,25
183,42.50,39.05,18.56,32.00,87.57,99.09,615.91,0,25
184,42.50,37.85,18.69,32.00,79.95,99.26,617.88,0,25
185,42.50,39.75,17.48,32.00,93.64,98.93,620.22,0,25
186,42.50,39.90,17.98,32.00,84.70,99.10,622.45,0,25
187,42.50,39.15,17.82,29.00,80.55,98.82,624.27,0,25
188,42.50,39.70,17.71,30.50,77.92,98.93,625.89,0,25
189,42.50,39.60,17.40,32.00,84.61,98.88,627.32,0,25
190,42.50,39.10,17.38,30.50,90.56,98.82,629.03,0,25
191,42.50,40.00,17.01,32.00,81.11,98.78,630.39,0,25
192,42.50,39.90,16.28,30.50,82.59,98.69,632.36,0,25
193,42.50,40.10,15.88,32.00,94.55,98.51,634.72,0,25
194,42.50,39.50,16.51,32.00,77.50,98.63,636.06,0,25
195,42.50,39.80,16.21,32.00,79.68,98.41,638.44,0,25
196,42.50,40.35,16.44,32.00,67.39,99.08,640.05,0,25
197,42.50,39.55,16.73,32.00,83.51,98.39,642.28,0,25
198,42.50,40.05,15.55,32.00,73.51,99.04,643.96,0,25
199,42.50,39.40,15.78,32.00,66.67,99.00,645.08,0,25
200,42.50,39.40,15.93,32.00,58.74,99.05,646.58,0,25
