Generación,Mejor Fitness,Fitness Promedio,Diversidad,Peor Fitness,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra
138,42.50,39.55,17.50,32.00,87.96,99.21,179.11,0,25
139,42.50,39.30,18.01,32.00,81.99,99.16,181.06,0,25
140,42.50,39.15,17.75,30.50,84.41,99.15,182.40,0,25
141,42.50,40.80,15.61,32.00,69.59,99.28,183.93,0,25
142,42.50,40.90,14.32,30.50,65.51,99.22,184.87,0,25
143,42.50,40.15,16.15,32.00,59.60,99.30,186.23,0,25
144,42.50,40.70,15.80,32.00,72.55,99.21,187.29,0,25
145,42.50,38.25,17.76,30.50,58.28,99.12,188.67,0,25
146,42.50,39.40,16.94,29.00,84.60,99.27,190.16,0,25
147,42.50,39.70,16.29,32.00,57.51,99.11,191.37,0,25
148,42.50,40.95,16.42,32.00,62.55,99.19,192.29,0,25
149,42.50,39.45,16.86,30.50,57.39,99.12,193.59,0,25
150,42.50,38.80,17.25,32.00,54.49,99.08,194.78,0,25
151,42.50,40.90,16.47,30.50,60.50,99.25,195.78,0,25
152,42.50,39.55,17.87,32.00,60.91,99.15,196.80,0,25
153,42.50,38.55,17.64,30.50,60.38,98.77,197.85,0,25
154,42.50,39.25,17.65,32.00,63.60,98.95,198.80,0,25
155,42.50,39.45,17.08,32.00,54.28,99.25,200.05,0,25
156,42.50,38.10,18.11,32.00,53.51,99.20,201.29,0,25
157,42.50,39.85,17.29,32.00,51.28,99.27,202.52,0,25
158,42.50,40.45,17.69,32.00,62.63,99.25,203.96,0,25
159,42.50,41.65,17.17,35.00,41.95,99.11,204.90,0,25
160,42.50,40.00,17.53,32.00,63.96,99.22,206.24,0,25
161,42.50,39.20,18.46,30.50,66.40,99.20,207.32,0,25
162,42.50,39.15,18.18,32.00,61.20,99.14,208.68,0,25
163,42.50,40.15,17.32,30.50,69.50,99.23,209.80,0,25
164,42.50,39.00,17.56,30.50,66.84,99.28,211.00,0,25
165,42.50,38.70,17.40,32.00,64.88,99.25,212.30,0,25
166,42.50,39.65,15.78,30.50,75.64,99.31,213.47,0,25
167,42.50,40.30,15.96,30.50,71.89,99.09,214.63,0,25
168,42.50,39.75,16.97,32.00,66.64,99.21,216.00,0,25
169,42.50,40.25,16.41,29.00,67.74,99.22,217.35,0,25
170,42.50,41.00,16.59,32.00,74.06,99.26,218.55,0,25
171,42.50,39.75,16.57,30.50,70.89,99.30,219.75,0,25
172,42.50,38.95,16.74,30.50,68.60,99.27,221.02,0,25
173,42.50,39.10,14.14,30.50,66.42,99.25,222.37,0,25
174,42.50,39.60,12.50,30.50,78.41,99.27,224.05,0,25
175,42.50,37.70,14.19,30.50,77.90,99.26,225.33,0,25
176,42.50,38.35,15.18,32.00,74.23,99.26,226.83,0,25
177,42.50,40.55,14.61,32.00,68.40,99.23,228.37,0,25
178,42.50,38.65,15.30,32.00,58.33,99.22,229.64,0,25
179,42.50,39.55,14.92,24.50,77.02,99.29,230.75,0,25
180,42.50,40.70,14.54,32.00,60.49,99.29,232.05,0,25
181,42.50,40.10,15.73,32.00,84.25,99.20,233.60,0,25
182,42.50,39.55,16.03,32.00,82.85,99.08,235.00,0,25
1,35.00,33.80,18.06,32.00,0.00,99.07,4.46,0,30
2,35.00,34.50,16.53,30.50,62.25,99.07,5.66,0,30
3,38.00,34.65,16.71,32.00,57.17,99.18,6.94,0,28
4,36.50,34.55,16.85,32.00,64.16,99.22,7.92,0,28
5,36.50,34.90,15.76,32.00,54.06,98.96,9.17,0,28
6,36.50,34.70,15.17,32.00,60.35,99.18,10.62,0,28
7,36.50,34.75,15.91,32.00,59.58,99.20,11.87,0,28
8,36.50,34.85,15.21,32.00,60.85,99.07,13.14,0,28
9,36.50,35.20,15.56,32.00,66.61,98.88,14.57,0,28
10,36.50,35.35,15.51,32.00,63.57,99.07,15.99,0,28
11,36.50,35.85,15.26,32.00,61.94,99.16,17.29,0,28
12,36.50,35.85,14.89,32.00,56.71,99.17,18.48,0,28
13,36.50,35.60,16.23,32.00,68.99,98.91,19.44,0,28
14,36.50,34.85,16.53,32.00,71.01,99.14,20.90,0,28
15,38.00,35.40,15.74,32.00,75.96,99.26,22.48,0,28
16,38.00,35.55,15.22,32.00,74.83,99.00,24.15,0,28
17,38.00,36.15,15.75,32.00,76.50,99.23,25.34,0,28
18,38.00,35.60,16.45,30.50,81.82,99.28,26.94,0,28
19,36.50,35.60,16.84,32.00,79.15,99.14,28.33,0,28
20,36.50,35.45,17.32,32.00,57.99,99.11,29.64,0,28
21,36.50,35.60,16.83,32.00,70.64,99.27,30.87,0,28
22,36.50,35.15,17.39,30.50,76.44,99.03,31.92,0,28
23,36.50,35.40,17.21,32.00,79.85,99.24,33.63,0,28
24,38.00,35.50,17.43,30.50,71.79,99.13,34.93,0,28
25,38.00,35.30,17.30,32.00,68.21,99.21,36.50,0,28
26,38.00,35.35,16.72,32.00,76.85,99.21,37.87,0,28
27,38.00,35.55,16.30,32.00,66.73,98.92,39.29,0,28
28,38.00,36.20,16.11,30.50,59.88,99.11,40.59,0,28
29,38.00,35.80,15.87,32.00,57.14,99.20,41.87,0,28
30,38.00,36.60,15.70,32.00,70.34,99.14,42.94,0,28
31,38.00,36.90,15.80,32.00,71.55,99.05,44.31,0,28
32,38.00,37.00,15.56,32.00,76.65,99.11,45.91,0,28
33,38.00,36.85,15.48,32.00,64.18,99.23,47.30,0,28
34,38.00,36.40,16.98,32.00,56.45,99.21,48.65,0,28
35,38.00,36.90,17.40,32.00,61.51,99.02,49.60,0,28
36,38.00,37.60,15.70,32.00,63.30,99.27,50.97,0,28
37,38.00,36.10,15.68,29.00,80.06,99.16,52.20,0,28
38,38.00,36.45,14.49,30.50,73.00,99.26,53.42,0,28
39,38.00,35.95,15.74,32.00,81.44,99.13,55.29,0,28
40,38.00,36.85,15.15,32.00,66.36,99.25,56.67,0,28
41,38.00,36.70,15.07,32.00,52.42,99.24,57.92,0,28
42,38.00,36.60,15.91,32.00,50.82,99.02,59.14,0,28
43,38.00,36.75,14.87,30.50,48.81,99.24,60.35,0,28
44,38.00,36.20,15.88,30.50,51.78,99.25,61.62,0,28
45,38.00,36.70,15.33,30.50,53.77,99.25,62.81,0,28
46,38.00,36.85,14.69,32.00,60.67,99.26,63.86,0,28
1,35.00,33.95,18.56,32.00,0.00,99.05,3.75,0,30
2,35.00,34.25,17.70,32.00,47.29,99.20,4.91,0,30
3,35.00,34.25,17.53,32.00,66.88,99.07,6.26,0,30
4,35.00,34.25,17.73,32.00,60.33,99.20,7.54,0,30
5,35.00,34.60,16.80,32.00,52.84,99.24,8.73,0,30
6,36.50,34.75,16.60,32.00,52.51,99.28,9.91,0,29
7,36.50,34.70,15.48,32.00,54.11,99.01,11.13,0,29
8,36.50,34.35,16.68,32.00,49.78,99.11,12.28,0,29
9,36.50,34.65,16.89,32.00,67.55,99.17,13.33,0,29
10,36.50,34.35,16.92,29.00,80.74,99.11,14.64,0,29
11,36.50,35.00,17.02,32.00,-100.00,98.97,15.58,0,29
12,36.50,35.45,16.38,32.00,64.83,99.21,16.81,0,29
13,36.50,35.20,13.91,32.00,83.54,99.19,17.91,0,29
14,36.50,35.60,14.20,32.00,82.92,99.16,19.08,0,29
15,36.50,35.75,13.71,30.50,77.48,98.95,20.50,0,29
16,41.00,35.60,14.70,30.50,64.48,99.20,21.76,0,26
17,41.00,35.75,15.70,32.00,49.26,99.22,22.95,0,26
18,41.00,36.35,15.81,32.00,54.99,99.10,23.88,0,26
19,42.50,37.35,15.73,32.00,59.68,99.11,25.15,0,25
20,41.00,37.95,13.93,29.00,83.18,99.02,26.26,0,25
21,41.00,37.25,14.39,29.00,85.43,99.24,27.56,0,25
22,41.00,38.40,15.23,32.00,66.14,99.24,28.52,0,25
23,41.00,38.20,16.34,32.00,47.90,99.19,29.72,0,25
24,41.00,38.90,16.41,32.00,48.68,98.96,30.91,0,25
25,41.00,37.90,17.20,32.00,46.53,99.15,32.08,0,25
26,41.00,38.50,16.78,32.00,48.28,99.14,33.28,0,25
27,41.00,38.45,16.76,32.00,69.66,99.23,34.29,0,25
28,41.00,37.85,17.27,30.50,51.13,99.17,35.46,0,25
29,41.00,39.00,16.63,32.00,48.78,99.24,36.64,0,25
30,41.00,38.60,16.49,32.00,49.01,99.19,37.78,0,25
31,41.00,38.20,15.89,32.00,48.89,99.19,38.97,0,25
32,41.00,39.25,15.17,32.00,49.68,99.21,40.13,0,25
33,41.00,38.10,15.63,32.00,49.30,99.01,41.30,0,25
34,41.00,38.60,14.72,32.00,55.26,99.11,42.18,0,25
35,41.00,38.35,15.18,30.50,54.33,99.22,43.15,0,25
36,41.00,38.90,16.35,32.00,46.69,99.21,44.35,0,25
37,41.00,38.95,16.18,32.00,52.30,98.79,45.54,0,25
38,41.00,39.20,16.04,32.00,57.02,98.86,46.42,0,25
39,41.00,37.60,17.15,30.50,65.01,99.21,47.38,0,25
40,41.00,38.75,15.94,32.00,61.33,99.23,48.68,0,25
41,41.00,38.80,16.18,32.00,64.11,99.23,49.73,0,25
42,41.00,39.55,14.61,32.00,62.00,99.24,50.99,0,25
43,41.00,38.10,16.22,32.00,50.10,99.29,52.20,0,25
44,41.00,39.75,15.63,30.50,60.51,99.25,53.09,0,25
45,41.00,39.40,15.59,32.00,58.66,99.21,53.97,0,25
46,41.00,38.90,16.15,32.00,57.45,99.26,54.85,0,25
47,41.00,39.10,16.77,32.00,49.04,98.89,56.02,0,25
48,41.00,38.80,17.73,32.00,48.20,99.05,57.20,0,25
49,41.00,39.10,17.47,32.00,49.73,99.29,58.36,0,25
50,41.00,37.65,17.19,32.00,49.67,99.22,59.49,0,25
51,41.00,38.30,16.15,32.00,49.20,99.02,60.66,0,25
52,41.00,37.90,16.00,32.00,46.28,99.09,61.84,0,25
53,41.00,37.75,16.53,32.00,54.50,99.13,62.81,0,25
54,41.00,38.35,17.29,32.00,49.47,99.19,63.98,0,25
55,41.00,38.75,16.71,32.00,49.10,99.26,65.17,0,25
56,41.00,39.70,16.60,32.00,48.23,98.99,66.37,0,25
57,41.00,38.10,17.22,30.50,54.76,99.01,67.35,0,25
58,41.00,38.75,17.11,32.00,47.76,99.21,68.56,0,25
59,41.00,38.65,17.26,32.00,48.42,99.18,69.74,0,25
60,41.00,38.75,17.69,30.50,59.49,98.97,70.93,0,25
61,41.00,39.50,15.90,32.00,55.36,98.93,72.11,0,25
62,41.00,39.20,16.28,32.00,69.94,98.90,73.51,0,25
63,41.00,39.20,17.01,32.00,80.20,98.81,74.37,0,25
64,41.00,39.20,16.58,32.00,59.77,98.65,75.59,0,25
65,41.00,38.50,15.80,32.00,57.54,98.98,76.76,0,25
66,41.00,38.70,15.54,30.50,67.83,99.00,77.84,0,25
67,41.00,38.80,16.09,32.00,63.14,99.11,79.16,0,25
68,44.00,37.95,16.63,29.00,65.77,98.56,80.45,0,24
69,44.00,38.55,15.89,32.00,62.59,99.07,81.80,0,24
70,44.00,38.95,15.12,32.00,53.19,98.75,83.00,0,24
71,44.00,39.80,14.71,32.00,52.58,98.84,84.22,0,24
72,44.00,40.90,13.66,32.00,50.99,98.83,85.41,0,24
73,44.00,39.60,14.31,32.00,48.12,99.10,86.58,0,24
74,44.00,41.70,13.13,32.00,49.41,99.18,87.75,0,24
75,44.00,41.90,13.03,32.00,52.30,99.25,89.00,0,24
76,44.00,40.00,15.08,32.00,56.33,99.17,90.02,0,24
77,44.00,41.10,14.02,32.00,53.25,98.97,91.26,0,24
78,44.00,40.40,14.58,32.00,52.54,99.27,92.49,0,24
79,44.00,42.75,14.02,32.00,49.89,98.75,93.66,0,24
80,44.00,40.20,16.11,32.00,51.56,99.02,94.87,0,24
81,44.00,41.00,15.71,32.00,51.99,98.92,96.07,0,24
82,44.00,40.95,17.00,32.00,50.99,98.97,97.27,0,24
83,44.00,42.00,15.52,32.00,61.13,99.08,98.18,0,24
84,44.00,41.90,14.61,32.00,55.54,99.14,99.32,0,24
85,44.00,41.25,14.57,32.00,55.11,99.01,100.51,0,24
86,44.00,40.45,14.96,32.00,53.51,99.04,101.71,0,24
87,44.00,38.45,16.95,30.50,52.08,98.72,102.91,0,24
88,44.00,39.70,15.97,32.00,56.37,98.75,103.87,0,24
89,44.00,41.55,14.59,32.00,48.13,98.93,105.05,0,24
90,44.00,41.35,14.94,32.00,51.50,98.75,106.26,0,24
91,44.00,41.70,13.77,29.00,74.79,99.18,107.60,0,24
92,44.00,40.40,14.30,32.00,62.74,99.20,108.92,0,24
93,44.00,40.20,13.33,30.50,70.92,99.13,110.01,0,24
94,44.00,40.95,13.45,32.00,69.21,99.23,111.36,0,24
95,44.00,42.10,12.34,32.00,55.08,99.21,112.61,0,24
96,44.00,41.50,13.11,32.00,50.36,98.71,113.84,0,24
97,44.00,41.30,14.00,32.00,49.78,98.88,114.99,0,24
98,44.00,39.70,15.09,32.00,50.51,99.13,116.22,0,24
99,44.00,42.50,13.23,32.00,47.81,99.26,117.42,0,24
100,44.00,40.85,14.82,32.00,59.54,99.13,118.31,0,24
101,44.00,41.20,14.70,30.50,52.21,99.22,119.47,0,24
102,44.00,40.10,15.29,32.00,53.31,99.02,120.68,0,24
103,44.00,40.65,14.45,32.00,50.83,98.97,121.89,0,24
104,44.00,42.15,13.05,30.50,49.89,98.81,123.04,0,24
105,44.00,40.75,14.14,30.50,55.96,98.83,124.01,0,24
106,44.00,40.00,14.24,32.00,49.59,98.90,125.23,0,24
107,44.00,40.00,14.78,32.00,48.68,98.95,126.42,0,24
108,44.00,41.40,12.63,32.00,48.87,99.11,127.63,0,24
109,44.00,41.00,13.07,32.00,51.40,99.27,128.80,0,24
110,44.00,40.40,14.13,32.00,59.89,99.27,129.70,0,24
111,44.00,41.05,14.47,32.00,53.56,98.94,130.90,0,24
112,44.00,40.30,14.84,30.50,57.42,99.09,131.88,0,24
113,44.00,41.65,14.72,32.00,50.74,98.82,133.07,0,24
114,44.00,41.65,14.39,32.00,58.15,99.26,133.98,0,24
115,44.00,40.45,15.67,32.00,51.42,99.16,135.17,0,24
116,44.00,40.55,15.26,32.00,55.37,99.26,136.38,0,24
117,44.00,41.20,13.90,32.00,67.87,99.27,137.42,0,24
118,44.00,41.30,14.47,32.00,64.65,99.13,138.68,0,24
119,44.00,42.60,13.76,32.00,65.42,99.21,139.93,0,24
120,44.00,40.70,14.87,32.00,71.28,99.01,141.00,0,24
121,44.00,40.30,16.23,32.00,54.15,99.23,142.28,0,24
122,44.00,40.10,16.87,30.50,54.47,99.23,143.43,0,24
123,44.00,40.20,17.94,32.00,57.49,98.95,144.40,0,24
124,44.00,41.15,17.37,32.00,51.72,98.99,145.61,0,24
125,44.00,41.35,16.66,30.50,55.04,99.19,146.49,0,24
126,44.00,40.10,15.69,32.00,49.63,99.00,147.67,0,24
127,44.00,41.15,13.48,32.00,50.36,99.22,148.88,0,24
128,44.00,41.90,13.89,32.00,51.74,99.20,150.07,0,24
129,44.00,42.00,15.58,32.00,57.03,99.16,151.16,0,24
130,44.00,41.35,17.06,32.00,51.30,99.03,152.31,0,24
131,44.00,40.85,16.20,32.00,56.52,98.91,153.28,0,24
132,44.00,40.70,16.13,30.50,48.37,99.01,154.48,0,24
133,44.00,39.70,17.21,32.00,50.86,98.92,155.64,0,24
134,44.00,40.60,16.96,32.00,48.03,99.07,156.81,0,24
135,44.00,40.70,16.72,32.00,48.87,99.16,157.98,0,24
136,44.00,41.10,17.58,32.00,52.34,99.25,159.18,0,24
137,78.50,41.10,18.00,32.00,54.01,99.29,160.40,0,1
138,78.50,43.75,17.97,32.00,52.85,98.96,161.59,0,1
139,78.50,40.40,18.32,32.00,51.29,99.13,162.81,0,1
140,44.00,38.90,18.45,32.00,48.05,98.88,164.00,0,1
141,44.00,39.50,17.19,32.00,49.32,98.97,165.20,0,1
142,44.00,39.45,16.45,32.00,50.42,98.99,166.41,0,1
143,44.00,40.50,16.24,32.00,65.64,99.16,167.50,0,1
144,44.00,40.30,15.93,32.00,67.69,99.27,168.52,0,1
145,44.00,39.05,15.74,30.50,68.15,99.27,169.64,0,1
146,44.00,40.85,14.36,30.50,64.42,99.00,170.93,0,1
147,44.00,41.45,14.59,32.00,56.55,99.30,172.16,0,1
148,44.00,41.45,14.19,32.00,54.89,99.25,173.44,0,1
149,44.00,39.70,14.35,32.00,54.86,99.11,174.67,0,1
150,44.00,41.35,15.74,32.00,55.22,99.00,175.93,0,1
151,44.00,41.85,15.93,32.00,52.94,99.25,177.13,0,1
152,44.00,41.35,16.91,32.00,53.31,99.20,178.34,0,1
153,44.00,39.70,16.17,32.00,58.55,99.27,179.57,0,1
154,44.00,40.15,17.39,30.50,61.53,99.02,180.55,0,1
155,44.00,41.60,17.35,30.50,53.90,98.80,181.74,0,1
156,44.00,41.50,17.95,32.00,57.70,98.90,182.70,0,1
157,44.00,40.35,17.81,32.00,49.90,98.98,183.90,0,1
158,44.00,40.35,17.95,32.00,54.76,99.04,184.88,0,1
159,44.00,39.80,17.64,32.00,50.37,99.02,186.07,0,1
160,44.00,39.70,17.55,32.00,48.80,99.06,187.27,0,1
161,44.00,40.00,17.12,32.00,50.56,99.12,188.49,0,1
162,44.00,40.75,17.08,32.00,50.47,99.23,189.69,0,1
163,44.00,40.50,16.11,32.00,52.70,98.97,190.92,0,1
164,44.00,39.80,16.61,32.00,51.25,99.11,192.13,0,1
165,44.00,40.70,15.75,32.00,51.14,98.82,193.34,0,1
166,44.00,39.35,17.06,32.00,50.63,99.01,194.54,0,1
167,44.00,40.50,16.65,32.00,59.23,98.63,195.58,0,1
168,44.00,39.75,16.43,32.00,54.11,99.21,196.78,0,1
169,44.00,41.30,15.19,32.00,67.63,99.18,197.77,0,1
170,44.00,40.65,16.21,32.00,65.37,99.26,198.97,0,1
171,44.00,40.15,16.04,30.50,73.48,99.28,200.71,0,1
172,44.00,39.45,17.31,32.00,64.09,99.13,202.06,0,1
173,44.00,40.95,17.34,32.00,53.09,99.06,203.28,0,1
174,44.00,40.75,16.76,32.00,54.15,99.07,204.49,0,1
175,44.00,40.60,16.17,32.00,52.47,98.90,205.68,0,1
176,44.00,41.75,15.67,32.00,50.15,99.04,206.90,0,1
177,44.00,39.70,16.98,32.00,50.05,99.14,208.11,0,1
178,44.00,39.95,17.21,32.00,52.71,99.05,209.29,0,1
179,44.00,39.85,17.32,32.00,53.82,98.94,210.50,0,1
180,44.00,42.55,16.34,32.00,52.76,99.07,211.70,0,1
181,44.00,40.40,16.92,32.00,52.33,99.25,212.92,0,1
182,44.00,40.60,14.77,32.00,50.11,99.10,214.10,0,1
183,44.00,43.70,12.59,35.00,50.27,99.19,215.26,0,1
184,44.00,39.40,15.73,32.00,60.50,99.01,216.16,0,1
185,44.00,41.10,15.68,32.00,49.53,99.06,217.35,0,1
186,44.00,40.75,16.38,32.00,51.26,98.85,218.55,0,1
187,44.00,41.90,16.29,32.00,54.92,99.20,219.77,0,1
188,44.00,40.25,16.50,32.00,55.36,98.83,220.99,0,1
189,44.00,41.20,15.37,29.00,52.93,98.94,222.21,0,1
190,44.00,41.30,14.65,32.00,58.12,98.88,223.19,0,1
191,44.00,40.10,16.48,30.50,50.36,98.96,224.41,0,1
192,44.00,40.70,16.13,32.00,59.23,99.17,225.65,0,1
193,44.00,40.80,16.49,32.00,73.79,99.24,227.02,0,1
194,44.00,39.85,16.90,32.00,84.09,98.87,228.15,0,1
195,44.00,39.15,17.10,32.00,68.58,99.26,229.31,0,1
196,44.00,40.35,16.57,32.00,65.15,99.09,230.66,0,1
197,44.00,39.05,16.53,29.00,70.43,98.97,231.77,0,1
198,44.00,40.35,15.81,32.00,55.68,99.15,232.99,0,1
199,44.00,38.90,16.30,29.00,60.59,98.87,234.02,0,1
200,44.00,38.80,15.18,32.00,61.07,99.26,234.95,0,1
1,35.00,33.75,19.29,32.00,53.21,98.63,238.24,0,1
2,36.50,34.90,17.37,32.00,56.47,99.05,239.46,0,1
3,36.50,34.80,17.25,32.00,61.42,98.75,240.67,0,1
4,42.50,35.05,17.65,32.00,52.52,98.92,241.88,0,1
5,42.50,35.50,16.42,32.00,54.14,98.80,243.14,0,1
6,42.50,35.15,16.65,32.00,60.89,98.85,244.12,0,1
7,39.50,35.65,16.71,32.00,52.38,98.96,245.36,0,1
8,39.50,36.05,16.67,32.00,53.02,98.93,246.58,0,1
9,39.50,36.05,17.59,30.50,52.57,98.91,247.80,0,1
10,39.50,36.20,17.58,32.00,51.51,99.23,249.00,0,1
11,39.50,36.45,16.41,32.00,57.20,98.88,250.22,0,1
12,39.50,37.60,14.89,32.00,62.01,98.62,251.15,0,1
13,42.50,37.25,15.46,32.00,56.29,98.81,252.39,0,1
14,42.50,38.40,14.56,32.00,65.80,98.32,253.40,0,1
15,42.50,38.85,14.81,32.00,59.50,98.41,254.59,0,1
16,42.50,38.85,13.52,32.00,66.02,98.52,255.63,0,1
17,42.50,39.20,14.86,32.00,62.02,99.21,256.83,0,1
18,42.50,39.85,14.87,30.50,69.65,99.20,257.88,0,1
19,42.50,39.80,15.38,30.50,69.37,99.25,258.96,0,1
20,42.50,38.95,15.97,32.00,63.15,98.87,260.26,0,1
21,42.50,40.70,14.51,32.00,65.32,99.24,261.53,0,1
22,42.50,40.00,15.48,32.00,56.06,99.28,262.70,0,1
23,45.50,41.45,14.98,32.00,52.72,98.99,263.94,0,1
24,45.50,39.90,16.31,30.50,54.67,99.09,265.11,0,1
25,45.50,40.40,16.55,32.00,51.86,98.73,266.33,0,1
26,45.50,40.35,15.61,32.00,49.84,98.93,267.49,0,1
27,45.50,42.75,11.77,32.00,58.40,99.20,268.40,0,1
28,45.50,42.65,11.98,32.00,62.30,99.30,269.32,0,1
29,45.50,42.05,11.56,30.50,57.78,98.89,270.53,0,1
30,45.50,40.05,15.98,32.00,60.41,99.11,271.71,0,1
31,45.50,41.15,15.05,32.00,61.31,99.10,272.69,0,1
32,45.50,41.55,15.65,32.00,51.93,98.80,273.85,0,1
33,45.50,42.65,15.53,32.00,50.99,98.85,275.05,0,1
34,45.50,42.75,14.75,32.00,58.87,98.88,275.94,0,1
35,45.50,40.60,15.25,32.00,51.66,98.79,277.10,0,1
36,45.50,41.45,15.13,32.00,50.52,98.67,278.31,0,1
37,45.50,41.95,14.40,32.00,53.62,99.15,279.49,0,1
38,45.50,42.40,13.44,32.00,55.17,98.98,280.72,0,1
39,45.50,43.80,13.28,32.00,51.70,99.03,281.95,0,1
40,45.50,42.60,13.41,32.00,57.18,99.21,282.97,0,1
41,45.50,43.20,12.24,32.00,50.52,98.86,284.17,0,1
42,45.50,42.65,11.87,32.00,50.58,99.02,285.37,0,1
43,45.50,42.90,12.73,32.00,53.13,99.31,286.49,0,1
44,45.50,42.40,12.34,32.00,61.08,99.20,287.75,0,1
45,45.50,43.45,13.02,32.00,63.46,98.87,289.07,0,1
46,45.50,43.50,11.67,32.00,71.64,99.10,290.73,0,1
47,45.50,41.40,14.59,32.00,63.76,99.10,292.16,0,1
48,45.50,41.95,15.08,32.00,60.89,99.18,293.18,0,1
49,45.50,41.60,16.43,29.00,57.20,98.62,294.42,0,1
50,45.50,44.00,15.47,32.00,56.37,98.95,295.63,0,1
51,45.50,40.50,16.29,30.50,53.07,98.85,296.84,0,1
52,45.50,41.70,16.16,32.00,49.95,99.03,298.05,0,1
53,45.50,39.90,16.96,32.00,52.86,99.13,299.28,0,1
54,45.50,41.60,17.28,32.00,53.33,99.21,300.46,0,1
55,45.50,43.00,16.23,32.00,58.58,98.94,301.42,0,1
56,45.50,41.80,16.94,32.00,53.29,99.03,302.65,0,1
57,45.50,41.30,17.34,30.50,58.72,98.85,303.67,0,1
58,45.50,41.40,16.99,32.00,51.01,98.89,304.86,0,1
59,45.50,42.50,16.56,32.00,52.12,98.80,306.07,0,1
60,45.50,42.30,16.95,32.00,58.85,98.84,306.96,0,1
61,45.50,41.65,16.57,32.00,50.57,99.02,308.16,0,1
62,45.50,41.40,16.59,32.00,57.82,99.20,309.30,0,1
63,45.50,44.30,15.57,30.50,55.36,99.26,310.50,0,1
64,45.50,41.90,15.77,32.00,55.33,99.24,311.70,0,1
65,45.50,40.30,16.46,30.50,52.96,99.17,312.89,0,1
66,45.50,41.40,17.48,32.00,52.10,98.78,314.09,0,1
67,45.50,42.60,16.47,32.00,49.00,98.90,315.28,0,1
68,45.50,42.55,15.83,32.00,51.69,99.11,316.46,0,1
69,45.50,43.10,14.95,32.00,59.42,99.10,317.73,0,1
70,45.50,41.65,15.98,32.00,62.84,99.21,319.01,0,1
71,45.50,42.90,14.64,29.00,68.03,99.23,320.08,0,1
72,45.50,43.00,15.64,32.00,65.35,98.87,321.45,0,1
73,45.50,43.00,14.40,32.00,53.18,98.88,322.67,0,1
74,45.50,42.30,15.19,32.00,55.95,99.31,323.96,0,1
75,45.50,43.55,13.91,32.00,69.29,99.27,324.87,0,1
76,45.50,41.95,15.03,30.50,53.50,98.81,326.11,0,1
77,45.50,40.70,15.61,32.00,53.24,98.92,327.33,0,1
78,45.50,43.10,14.27,32.00,52.45,99.14,328.51,0,1
79,45.50,42.95,15.75,29.00,59.69,99.08,329.49,0,1
80,45.50,40.05,16.35,32.00,55.38,98.85,330.66,0,1
81,45.50,40.85,15.42,30.50,53.34,99.00,331.88,0,1
82,45.50,41.65,15.39,32.00,54.32,99.12,333.12,0,1
83,45.50,41.40,15.77,32.00,52.66,98.70,334.34,0,1
84,45.50,40.65,15.04,32.00,52.07,99.08,335.55,0,1
85,45.50,41.35,15.19,32.00,50.99,98.86,336.76,0,1
86,45.50,42.70,14.47,32.00,51.62,99.02,337.96,0,1
87,45.50,42.50,14.22,29.00,54.23,99.23,339.14,0,1
88,45.50,42.15,14.29,32.00,60.67,99.19,340.02,0,1
89,45.50,39.55,15.71,29.00,60.21,98.91,341.04,0,1
90,45.50,41.45,15.97,32.00,53.14,99.14,342.23,0,1
91,45.50,41.40,16.48,32.00,60.49,99.22,343.15,0,1
92,45.50,41.50,16.43,32.00,51.79,98.86,344.34,0,1
93,45.50,40.95,16.96,32.00,53.57,99.26,345.53,0,1
94,45.50,40.35,17.19,32.00,52.67,99.28,346.68,0,1
95,45.50,40.80,16.48,32.00,65.60,99.28,347.73,0,1
96,45.50,42.05,16.15,32.00,61.89,99.26,349.06,0,1
97,45.50,43.10,16.05,32.00,62.99,99.16,350.37,0,1
98,45.50,42.10,16.34,32.00,65.71,99.16,351.65,0,1
99,45.50,41.50,16.10,32.00,52.05,99.30,352.83,0,1
100,45.50,41.70,17.28,32.00,55.11,98.90,354.00,0,1
101,45.50,44.00,16.72,32.00,51.00,99.30,355.19,0,1
102,45.50,40.90,16.90,30.50,52.19,99.02,356.39,0,1
103,45.50,40.45,17.19,32.00,50.54,99.25,357.55,0,1
104,45.50,42.00,16.85,32.00,53.26,99.20,358.38,0,1
105,45.50,41.50,17.18,32.00,53.85,99.27,359.54,0,1
106,45.50,40.85,17.35,32.00,55.32,98.82,360.73,0,1
107,45.50,42.30,16.67,32.00,51.81,98.97,361.91,0,1
108,45.50,41.40,17.01,32.00,51.30,99.01,363.11,0,1
109,45.50,41.50,15.37,32.00,51.29,98.80,364.33,0,1
110,45.50,42.60,14.66,32.00,50.05,98.96,365.51,0,1
111,45.50,40.80,15.70,32.00,30.88,98.88,366.40,0,1
112,45.50,42.45,13.54,32.00,58.64,98.87,367.38,0,1
113,45.50,41.70,14.00,32.00,49.78,99.13,368.54,0,1
114,45.50,41.15,13.81,32.00,51.33,99.15,369.72,0,1
115,45.50,41.50,14.38,32.00,53.71,98.96,370.88,0,1
116,45.50,42.10,13.59,32.00,57.96,99.11,371.85,0,1
117,45.50,42.20,14.74,32.00,51.84,99.17,373.04,0,1
118,45.50,41.60,16.08,30.50,57.91,98.85,374.00,0,1
