Generación,Mejor Fitness Generación,Fitness Global,Fitness Promedio,Diversidad,Peor Fitness,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra,OS,OS Version,Java Version,OS Arquitectura,CPUs (configurados),Population Size,Mutation Rate,Crossover Rate
20,36477.50,36979.00,26146.60,12.17,6889.00,35.30,85.000,33.627,0,14,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
21,36477.50,36979.00,30961.15,11.90,23438.50,28.49,84.822,35.221,0,14,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
22,36477.50,36979.00,32365.35,10.70,25946.00,25.17,85.359,36.843,0,14,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
23,36477.50,36979.00,29707.55,11.87,23940.00,40.89,85.270,38.438,0,14,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
24,36979.00,36979.00,29707.55,11.98,18423.50,25.34,84.320,40.098,0,14,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
25,34973.00,36979.00,26597.95,12.64,18423.50,37.69,85.575,41.753,0,14,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
26,34973.00,36979.00,28754.40,12.44,20931.00,33.80,84.573,43.349,0,14,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
27,34973.00,36979.00,30760.40,12.16,20931.00,32.50,85.462,44.955,0,14,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
28,35474.50,36979.00,32866.70,11.29,24943.00,35.19,85.264,46.546,0,14,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
29,42997.00,42997.00,31562.80,11.65,15916.00,30.33,85.503,48.183,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
30,35976.00,42997.00,31562.80,11.42,20931.00,47.68,85.760,49.735,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
31,34973.00,42997.00,30810.55,11.71,23438.50,54.33,85.516,51.318,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
32,34973.00,42997.00,28453.50,11.04,19426.50,73.87,85.215,52.949,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
33,34471.50,42997.00,27600.95,11.95,19426.50,30.90,83.962,55.077,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
34,34471.50,42997.00,26196.75,12.09,21934.00,28.86,83.650,56.653,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
35,34471.50,42997.00,25996.15,12.23,21934.00,49.14,85.287,58.190,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
36,33468.50,42997.00,25494.65,12.40,20931.00,48.65,85.439,59.705,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
37,34973.00,42997.00,28453.50,12.20,21934.00,30.06,85.492,61.275,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
38,34973.00,42997.00,29958.00,11.80,19928.00,23.15,85.064,62.798,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
39,34973.00,42997.00,30459.50,11.26,21934.00,24.12,84.813,64.343,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
40,34973.00,42997.00,29406.35,12.02,22937.00,25.10,84.553,65.894,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
41,34471.50,42997.00,28102.45,11.71,21432.50,24.60,84.488,67.362,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
42,34471.50,42997.00,30108.45,11.98,26447.50,36.31,84.599,68.852,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
43,34471.50,42997.00,28904.85,12.72,22937.00,23.84,83.877,70.387,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
44,34471.50,42997.00,25243.90,12.24,13910.00,48.21,85.588,72.073,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
45,32465.50,42997.00,25344.20,12.31,21934.00,29.76,84.044,73.843,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
46,33468.50,42997.00,23438.50,12.16,8895.00,39.71,84.271,75.402,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
47,33468.50,42997.00,22987.15,12.43,5886.00,33.70,84.268,76.984,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
48,33468.50,42997.00,25143.60,11.75,19928.00,22.70,84.096,78.556,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
49,34471.50,42997.00,28904.85,10.60,20429.50,22.17,84.361,80.035,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
50,34973.00,42997.00,29356.20,9.89,20931.00,28.60,84.631,81.543,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
51,34973.00,42997.00,30258.90,10.65,21432.50,17.92,84.095,83.165,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
52,34973.00,42997.00,27952.00,11.32,9396.50,26.74,84.474,84.670,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
53,34973.00,42997.00,31061.30,10.16,20931.00,39.57,85.654,86.441,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
54,35976.00,42997.00,28603.95,11.38,13910.00,34.55,84.625,88.018,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
55,42495.50,42997.00,31211.75,11.75,22937.00,29.91,84.469,89.574,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
56,42495.50,42997.00,32916.85,11.66,23940.00,24.58,84.162,91.175,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
57,42495.50,42997.00,35374.20,11.46,25444.50,21.80,83.866,92.710,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
58,42495.50,42997.00,32114.45,11.38,20931.00,38.51,85.597,94.198,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
59,42495.50,42997.00,31412.35,11.92,18423.50,24.30,84.901,95.731,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
60,42495.50,42997.00,29406.35,11.90,19426.50,22.92,84.729,97.251,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
61,42495.50,42997.00,32465.50,11.56,22937.00,23.15,84.452,98.733,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
62,42495.50,42997.00,31763.40,11.17,19928.00,19.67,84.185,100.242,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
63,42495.50,42997.00,30860.70,10.12,19928.00,19.83,83.985,101.734,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
64,42495.50,42997.00,27701.25,9.68,9898.00,30.93,84.200,103.244,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
65,42495.50,42997.00,30309.05,9.99,6387.50,19.96,83.850,104.777,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
66,42495.50,42997.00,33017.15,9.35,19928.00,22.21,83.939,106.280,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
67,42495.50,42997.00,26748.40,10.52,8393.50,20.31,84.017,107.785,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
68,42495.50,42997.00,26597.95,11.51,19928.00,24.44,84.391,109.292,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
69,35474.50,42997.00,26999.15,10.92,22435.50,36.71,85.560,110.808,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
70,35976.00,42997.00,27701.25,11.18,22435.50,27.51,85.426,112.367,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
71,35976.00,42997.00,27450.50,10.95,18925.00,29.42,84.941,113.897,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
72,35474.50,42997.00,26497.65,11.70,16919.00,31.53,84.497,115.447,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
73,35474.50,42997.00,26648.10,11.32,10901.00,31.02,84.227,116.983,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
74,35474.50,42997.00,30559.80,10.31,23940.00,24.78,84.377,118.498,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
75,35474.50,42997.00,30359.20,10.94,22937.00,28.22,84.273,120.037,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
76,35474.50,42997.00,30058.30,10.37,3378.50,28.92,84.296,121.580,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
77,35474.50,42997.00,34421.35,8.87,33468.50,39.62,85.482,123.075,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
78,35474.50,42997.00,30860.70,11.02,21432.50,34.88,85.676,124.669,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
79,35474.50,42997.00,28754.40,11.28,12907.00,30.75,85.609,126.227,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
80,35474.50,42997.00,30258.90,11.50,21934.00,23.05,85.341,127.733,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
81,35976.00,42997.00,29406.35,11.94,21934.00,51.38,85.522,129.300,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
82,35474.50,42997.00,31312.05,11.19,21934.00,41.02,85.651,130.942,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
83,35474.50,42997.00,32615.95,10.93,22937.00,33.85,85.075,132.537,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
84,36477.50,42997.00,32866.70,10.66,24943.00,54.06,85.095,134.260,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
85,42495.50,42997.00,35574.80,10.25,32967.00,36.85,82.891,136.359,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
86,42495.50,42997.00,31964.00,10.74,19928.00,22.12,82.743,137.845,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
87,42495.50,42997.00,26748.40,10.91,19928.00,22.72,82.696,139.331,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
88,28453.50,42997.00,24140.60,11.58,19928.00,21.92,82.574,140.805,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
89,35474.50,42997.00,25444.50,11.38,10399.50,24.61,82.731,142.299,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
90,35474.50,42997.00,24742.40,11.48,10399.50,27.64,83.119,143.807,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
91,35474.50,42997.00,26547.80,11.92,22937.00,30.93,83.590,145.320,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
92,35474.50,42997.00,26297.05,11.58,17922.00,28.08,83.743,146.911,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
93,35474.50,42997.00,26748.40,11.17,17922.00,36.23,84.137,148.469,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
94,35474.50,42997.00,28303.05,11.05,17922.00,31.75,84.003,149.992,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
95,35474.50,42997.00,24642.10,11.21,3880.00,32.16,84.559,151.441,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
96,35474.50,42997.00,32014.15,10.57,25444.50,24.02,84.319,152.982,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
97,35474.50,42997.00,31061.30,11.06,22435.50,38.70,85.403,154.498,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
98,35474.50,42997.00,30409.35,10.54,24441.50,25.73,85.143,156.040,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
99,35474.50,42997.00,30760.40,10.91,23438.50,34.09,84.840,157.592,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
100,35474.50,42997.00,30961.00,10.76,22435.50,33.64,84.417,159.052,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
101,35474.50,42997.00,32967.00,8.99,25444.50,30.83,84.283,160.571,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
102,41994.00,42997.00,32415.35,9.92,23940.00,34.74,84.349,162.113,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
103,35474.50,42997.00,31161.60,10.87,23940.00,43.72,85.109,163.634,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
104,37982.00,42997.00,32565.80,10.34,26949.00,27.66,84.462,165.219,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
105,35474.50,42997.00,31913.85,10.53,26949.00,31.26,84.586,166.733,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
106,35474.50,42997.00,30258.90,11.44,23438.50,43.74,84.998,168.237,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
107,35474.50,42997.00,26347.20,11.36,13910.00,30.95,84.947,169.808,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
108,35976.00,42997.00,27751.40,10.90,14913.00,45.77,84.946,171.317,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
109,34471.50,42997.00,26698.25,11.19,16919.00,20.63,84.318,172.972,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
110,35474.50,42997.00,28202.75,11.16,16919.00,29.24,84.718,174.497,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
111,33970.00,42997.00,30359.20,11.78,24943.00,30.54,85.683,176.017,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
112,35474.50,42997.00,27149.60,12.19,7390.50,21.41,85.416,177.527,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
113,34973.00,42997.00,30760.40,11.66,22937.00,30.10,85.497,178.986,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
114,34973.00,42997.00,29971.20,11.17,1.00,31.05,85.226,180.479,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
115,37480.50,42997.00,30760.40,11.66,21934.00,24.99,85.133,182.052,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
116,37480.50,42997.00,28453.50,11.40,8393.50,33.13,85.555,183.584,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
117,34973.00,42997.00,30509.65,11.42,20931.00,29.63,85.603,185.287,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
118,35976.00,42997.00,31713.25,11.76,25946.00,33.11,85.597,186.822,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
119,35976.00,42997.00,29155.60,11.83,20429.50,29.73,85.590,188.378,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
120,35474.50,42997.00,25494.65,11.69,8895.00,49.23,85.557,190.015,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
121,35474.50,42997.00,31562.80,9.10,22435.50,33.49,85.440,191.682,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
122,35474.50,42997.00,32365.20,8.98,22435.50,37.09,85.599,193.259,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
123,35474.50,42997.00,31713.25,10.60,20931.00,26.30,85.577,195.514,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
124,35474.50,42997.00,32315.05,9.45,19928.00,57.67,85.588,197.021,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
125,35976.00,42997.00,31261.90,11.06,20931.00,35.09,84.849,198.538,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
126,35976.00,42997.00,29306.05,11.53,16919.00,34.26,85.071,200.265,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
127,36477.50,42997.00,31763.40,11.55,16919.00,68.04,85.294,201.881,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
128,36477.50,42997.00,32365.20,11.50,16919.00,20.16,84.254,203.453,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
129,35976.00,42997.00,32666.10,10.95,23940.00,27.58,84.029,204.980,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
130,35976.00,42997.00,32315.05,11.38,20429.50,23.56,84.324,206.499,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
131,35976.00,42997.00,29707.25,11.03,7390.50,24.35,84.662,208.007,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
132,35976.00,42997.00,34521.65,9.28,24943.00,21.91,84.614,209.420,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
133,35976.00,42997.00,34571.80,8.01,23940.00,21.17,84.781,210.926,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
134,35976.00,42997.00,33318.05,9.93,23940.00,21.98,84.764,212.441,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
135,35976.00,42997.00,30609.95,11.76,9396.50,27.20,84.694,213.935,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
136,35976.00,42997.00,28955.00,12.00,22435.50,58.01,85.776,215.813,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
137,35976.00,42997.00,25946.00,12.49,17420.50,30.80,84.798,217.424,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
138,35976.00,42997.00,28804.55,11.99,22937.00,31.32,84.373,218.946,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
139,34973.00,42997.00,27651.10,11.67,6889.00,24.08,83.893,220.460,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
140,34973.00,42997.00,28052.30,11.53,19426.50,40.03,84.182,221.991,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
141,34973.00,42997.00,27801.55,11.35,20429.50,35.82,85.347,223.754,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
142,34973.00,42997.00,28102.45,10.32,19928.00,22.96,83.901,225.487,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
143,34973.00,42997.00,29606.95,10.09,20429.50,35.13,84.158,227.008,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
144,34973.00,42997.00,31061.30,9.46,25444.50,40.39,85.510,228.514,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
145,34973.00,42997.00,31663.10,7.32,21934.00,34.57,85.566,230.111,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
146,34973.00,42997.00,29356.20,8.14,10901.00,21.23,85.292,231.613,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
147,34973.00,42997.00,32515.65,8.08,21432.50,34.23,85.195,233.115,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
148,34973.00,42997.00,29105.45,10.31,9898.00,33.90,85.518,234.925,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
149,34973.00,42997.00,27049.30,10.82,6387.50,24.41,84.802,236.446,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
150,34973.00,42997.00,27550.80,10.32,22435.50,31.15,84.945,237.984,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
151,35474.50,42997.00,28553.80,11.52,22435.50,34.70,85.156,239.594,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
152,34973.00,42997.00,29857.70,11.10,18423.50,33.39,85.354,241.210,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
153,35474.50,42997.00,31813.55,10.09,23940.00,32.47,85.607,242.768,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
154,35474.50,42997.00,32264.90,10.04,25946.00,22.74,84.638,244.415,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
155,35474.50,42997.00,30158.60,11.39,21934.00,20.17,84.243,245.885,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
156,34973.00,42997.00,27199.75,12.17,19426.50,21.45,84.354,247.412,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
157,35976.00,42997.00,29255.90,11.97,22435.50,20.19,84.319,248.825,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
158,35976.00,42997.00,30559.80,11.38,22435.50,18.55,84.310,250.282,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
159,35976.00,42997.00,28503.65,10.97,15916.00,21.55,84.347,251.705,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
160,35976.00,42997.00,27801.55,11.52,22435.50,49.57,85.489,253.209,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
161,35976.00,42997.00,26999.15,12.36,22435.50,21.26,84.904,254.924,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
162,27952.00,42997.00,24090.45,12.63,17420.50,25.48,84.863,256.444,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
163,26447.50,42997.00,22987.15,10.71,9396.50,18.58,84.812,257.859,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
164,26949.00,42997.00,23388.35,10.04,9396.50,18.69,84.857,259.274,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
165,30961.00,42997.00,25294.05,10.07,22435.50,23.45,85.108,260.800,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
166,30961.00,42997.00,24993.15,11.39,14913.00,23.64,84.913,262.315,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
167,34471.50,42997.00,26447.50,12.06,21432.50,31.97,84.868,263.884,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
168,42495.50,42997.00,29306.05,11.93,19928.00,28.64,84.900,265.425,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
169,42495.50,42997.00,30760.40,11.93,24441.50,27.13,85.449,266.962,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
170,42495.50,42997.00,28102.45,12.73,19928.00,20.45,85.066,268.425,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
171,34471.50,42997.00,24993.15,11.39,13910.00,17.62,85.159,269.942,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
172,33970.00,42997.00,27199.75,11.38,22435.50,17.85,85.219,271.367,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
173,32967.00,42997.00,27701.25,11.66,22435.50,21.01,85.135,272.842,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
174,35474.50,42997.00,30359.20,12.38,22435.50,17.29,85.223,274.337,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
175,35474.50,42997.00,29005.15,12.34,20931.00,24.35,85.435,275.844,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
176,35474.50,42997.00,25845.70,12.11,5886.00,23.64,85.592,277.324,0,2,Mac OS X,15.4,17.0.8.1,aarch64,8,10,0.40,0.80
