Generación,Mejor Fitness,Fitness Promedio,Diversidad,Peor Fitness,Mejor Cromosoma
100,202536.37,57092.11,0.86,-122241.12,[[[4.0636425028462755],[0.08157302630429908],[6.143962142948709],[7.695126950670735],[2.2668719893641596],[6.586320686363657],[3.7839642466683356],[1.4809405156052358],[1.5194693530354464],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[6.133201264754629],[4.291437061907823],[8.862631578758007],[0.7631819381376925],[4.874595583965635],[8.598155466275648],[1.8630903497581586],[9.884716396195445],[8.66970878547612],[6.844306565198499],[3.183361975990331],[4.944332130471412],[4.911684089269023],[8.6488210407651],[3.795224286509037],[0.6436345111607078],[3.705829807818528]]]
101,204582.19,65350.58,0.80,-141849.69,[[[8.714429898515352],[2.4177162529400444],[9.737565421821765],[9.20450918100302],[3.138039770573433],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[8.211048603611024],[2.373397222579764],[9.397484065554313],[9.884716396195445],[9.294508520328076],[4.525399399239767],[8.604312502922127],[3.182195955439835],[2.537277973297747],[0.46697691968730415],[5.233474998690348],[3.0691092348927826],[8.018784430798997]]]
102,205605.10,55749.85,0.80,-132964.40,[[[5.978623761905178],[4.571427055127442],[0.6842094923714614],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[5.692163365003738],[0.3171935129375836],[0.21809225262814924],[4.401910244900798],[8.972676441541164],[1.6857274884461104],[8.680842860203342],[4.08515407395951],[8.787786649317727],[7.017721814918419],[5.716654864512183],[3.3252240769044628],[1.285823207592034],[3.182195955439835],[7.051506405838469],[9.126257489704091],[5.233474998690348],[0.6436345111607078],[8.41100005446991]]]
103,205605.10,67993.22,0.78,-133625.91,[[[5.978623761905178],[4.571427055127442],[0.6842094923714614],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[5.692163365003738],[0.3171935129375836],[0.21809225262814924],[4.401910244900798],[8.972676441541164],[1.6857274884461104],[8.680842860203342],[4.08515407395951],[8.787786649317727],[7.017721814918419],[5.716654864512183],[3.3252240769044628],[1.285823207592034],[3.182195955439835],[7.051506405838469],[9.126257489704091],[5.233474998690348],[0.6436345111607078],[8.41100005446991]]]
104,205605.10,63872.38,0.74,-153767.78,[[[5.978623761905178],[4.571427055127442],[0.6842094923714614],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[5.692163365003738],[0.3171935129375836],[0.21809225262814924],[4.401910244900798],[8.972676441541164],[1.6857274884461104],[8.680842860203342],[4.08515407395951],[8.787786649317727],[7.017721814918419],[5.716654864512183],[3.3252240769044628],[1.285823207592034],[3.182195955439835],[7.051506405838469],[9.126257489704091],[5.233474998690348],[0.6436345111607078],[8.41100005446991]]]
105,208673.83,69116.76,0.70,-125312.50,[[[0.3905787294081631],[4.200073663116383],[6.064665418336903],[5.927716496421668],[1.112544495641723],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[6.557899192700397],[7.17999359173867],[2.6309615985246015],[3.620457258251931],[5.9984654059146125],[7.152892479706821],[5.296856279853421],[2.963323839100326],[4.012219439369452],[8.63689271882065],[2.7857004580049614],[0.5809317924028146],[3.882397939531695],[9.86889692214175],[4.0171374441711825],[9.39125976848388],[0.3527941559370662]]]
106,209696.74,78481.63,0.74,-116345.38,[[[0.3905787294081631],[4.200073663116383],[6.064665418336903],[5.927716496421668],[1.112544495641723],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[6.702895578779231],[0.3171935129375836],[9.270237466987016],[8.490935090494558],[4.82282461579759],[9.69056957936213],[4.663095775969271],[0.06404179818154554],[1.8560363842494187],[6.665735674153361],[8.105279802429964],[4.578379161582261],[2.177954905565047],[4.093322596847949],[7.297858244446111],[9.126257489704091],[5.582719620273111],[2.0312420511527796],[3.9910846477294992]]]
107,210719.65,77490.11,0.72,-136271.97,[[[7.10314452058948],[4.200073663116383],[6.064665418336903],[5.927716496421668],[1.112544495641723],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[7.575079088796039],[4.446661832206528],[8.885453592945105],[9.86889692214175],[5.863283103251511],[9.39125976848388],[5.348680940397433]]]
108,211742.56,71602.93,0.78,-107909.36,[[[7.10314452058948],[4.200073663116383],[6.064665418336903],[5.927716496421668],[1.112544495641723],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[4.101927859674786],[2.137141169423394],[6.131572477414017],[8.272379577090431],[6.841432694448497],[6.29528063478661],[3.466835650667417]]]
109,212765.48,87833.74,0.78,-108430.66,[[[5.978623761905178],[4.571427055127442],[0.6842094923714614],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[7.575079088796039],[4.446661832206528],[8.885453592945105],[9.86889692214175],[5.863283103251511],[9.39125976848388],[5.348680940397433]]]
110,213788.39,85873.31,0.76,-99393.68,[[[2.259524288489967],[3.4894346959433364],[4.034786867453709],[9.881702446850792],[3.850067653432163],[0.6110110507079325],[3.0195711056036023],[2.6338955591880584],[6.766850821165891],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[5.692163365003738],[0.3171935129375836],[0.21809225262814924],[4.401910244900798],[8.972676441541164],[1.6857274884461104],[8.680842860203342],[4.08515407395951],[8.787786649317727],[7.017721814918419],[5.716654864512183],[3.3252240769044628],[1.285823207592034],[3.182195955439835],[7.051506405838469],[9.126257489704091],[5.233474998690348],[0.6436345111607078],[8.41100005446991]]]
111,214811.30,81397.96,0.78,-128998.16,[[[9.819197002907924],[4.571427055127442],[6.876692091909929],[5.836514321477063],[1.440915457892753],[8.474976880295134],[4.541502923155461],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[7.575079088796039],[4.446661832206528],[8.885453592945105],[9.86889692214175],[5.863283103251511],[9.39125976848388],[5.348680940397433]]]
112,215834.21,74210.10,0.78,-100344.82,[[[6.780636003817603],[4.207274132010211],[2.9321846012480157],[6.202797732370385],[5.7615769606954625],[4.268833459696979],[6.405623924364323],[8.502400798068022],[6.902209081971859],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[5.692163365003738],[0.3171935129375836],[0.21809225262814924],[4.401910244900798],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[7.575079088796039],[4.446661832206528],[8.885453592945105],[9.86889692214175],[5.863283103251511],[9.39125976848388],[5.348680940397433]]]
113,216857.12,74598.92,0.76,-120318.15,[[[5.978623761905178],[4.571427055127442],[0.6842094923714614],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[7.575079088796039],[4.446661832206528],[8.885453592945105],[9.86889692214175],[5.863283103251511],[9.39125976848388],[5.348680940397433]]]
114,217880.03,56766.86,0.80,-140902.57,[[[5.978623761905178],[4.571427055127442],[0.6842094923714614],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[1.399134984827678],[6.019237066391265],[9.880516827732361],[5.122187070802218],[3.27505368890888],[5.847646969961734],[2.963323839100326],[0.6848404974599565],[8.889832782604229],[9.7265648048827],[0.516791469409994],[8.557100859233866],[9.86889692214175],[7.134153893485725],[5.896931963829887],[6.61725776081922]]]
115,218902.94,83874.71,0.72,-131455.27,[[[5.978623761905178],[4.571427055127442],[0.6842094923714614],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[7.575079088796039],[4.446661832206528],[8.885453592945105],[9.86889692214175],[5.863283103251511],[9.39125976848388],[5.348680940397433]]]
116,219925.85,72489.42,0.74,-122020.77,[[[6.780636003817603],[4.645409267510604],[2.9321846012480157],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[1.399134984827678],[6.019237066391265],[9.880516827732361],[5.122187070802218],[3.27505368890888],[5.847646969961734],[2.963323839100326],[0.6848404974599565],[8.889832782604229],[9.7265648048827],[0.516791469409994],[8.557100859233866],[9.86889692214175],[7.134153893485725],[5.896931963829887],[6.61725776081922]]]
117,220948.76,84532.25,0.76,-132683.82,[[[9.819197002907924],[4.571427055127442],[6.876692091909929],[5.836514321477063],[1.440915457892753],[8.474976880295134],[4.541502923155461],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[7.575079088796039],[9.967867976319887],[8.362206165183995],[9.86889692214175],[5.863283103251511],[3.6759136985868945],[5.348680940397433]]]
118,221971.67,73294.78,0.80,-153906.91,[[[5.978623761905178],[4.571427055127442],[0.6842094923714614],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[7.575079088796039],[4.446661832206528],[8.885453592945105],[4.40110319083069],[9.40645716134575],[9.39125976848388],[5.961454970483543]]]
119,222994.58,57833.98,0.82,-113643.67,[[[5.978623761905178],[4.571427055127442],[0.6842094923714614],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[7.790871476407703],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[5.692163365003738],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[7.575079088796039],[4.446661832206528],[8.885453592945105],[9.86889692214175],[7.120340597928675],[6.732991503125327],[5.123079779553016]]]
120,222994.58,60131.78,0.80,-124290.92,[[[5.978623761905178],[4.571427055127442],[0.6842094923714614],[9.277460153715284],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[7.790871476407703],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[5.692163365003738],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[7.575079088796039],[4.446661832206528],[8.885453592945105],[9.86889692214175],[7.120340597928675],[6.732991503125327],[5.123079779553016]]]
121,225040.41,77859.94,0.72,-145533.17,[[[5.47671706451375],[5.856741840824431],[0.005911050832805298],[6.217463191737257],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[7.575079088796039],[4.446661832206528],[8.885453592945105],[9.86889692214175],[5.863283103251511],[9.39125976848388],[5.348680940397433]]]
122,225040.41,64873.28,0.78,-125426.00,[[[5.47671706451375],[5.856741840824431],[0.005911050832805298],[6.217463191737257],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[7.575079088796039],[4.446661832206528],[8.885453592945105],[9.86889692214175],[5.863283103251511],[9.39125976848388],[5.348680940397433]]]
123,227086.23,69974.15,0.76,-75794.35,[[[6.753599007865246],[3.4006110724145486],[8.559698727353066],[3.8959647813359],[8.111571733518952],[1.139927758336855],[3.3469219311304235],[0.3598617901473411],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[8.63689271882065],[7.575079088796039],[4.446661832206528],[8.885453592945105],[4.40110319083069],[9.40645716134575],[9.39125976848388],[5.961454970483543]]]
124,228109.14,69275.88,0.74,-95966.00,[[[7.535030804896485],[5.717285432839336],[0.005911050832805298],[6.217463191737257],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[7.974195515074447],[0.2271260124271257],[4.446661832206528],[8.885453592945105],[9.86889692214175],[7.120340597928675],[6.732991503125327],[5.123079779553016]]]
125,228109.14,64398.87,0.76,-137598.04,[[[7.535030804896485],[5.717285432839336],[0.005911050832805298],[6.217463191737257],[9.786573959576348],[0.5468579439009602],[7.743027279223962],[5.3946674827624115],[5.3835936116961625],[0.8524314320678461],[5.563507137204505],[7.9152786522414145],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[7.411150431718357],[4.179512719185138],[0.3171935129375836],[8.459920801680985],[4.248336127894671],[9.615789113420973],[4.275794826116538],[1.524441003988739],[8.333871470758304],[9.180176934207571],[2.963323839100326],[7.986867242112857],[7.974195515074447],[0.2271260124271257],[4.446661832206528],[8.885453592945105],[9.86889692214175],[7.120340597928675],[6.732991503125327],[5.123079779553016]]]
