Generación,Mejor Fitness,Fitness Promedio,Diversidad,Peor Fitness,Mejor Cromosoma
48,150367.91,63334.86,0.86,-83428.15,[[[4.375235485209442],[0.07975365235774579],[5.102199530584431],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[6.62572215551836],[3.7654269477317026],[7.966658761671815],[3.754400469926572],[4.959618240720326],[8.07751358517352],[2.7991794294363794],[8.499363581615171],[1.507534149308899],[0.8353958363126823],[9.579476720579576]]]
49,151390.82,61522.76,0.80,-90912.99,[[[4.375235485209442],[0.07975365235774579],[5.102199530584431],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[3.917235816768192],[2.425085416867817],[2.1374290339715962],[1.234881777160295],[1.685772979133583],[3.019369971577607],[5.414285217798787],[2.1171895974822705],[2.8250424952311723],[6.010380647969146],[9.282854193397888],[1.2327550179020819],[4.408345270092023],[0.17211552118100992],[8.31519603091899]]]
50,152413.73,64885.14,0.80,-91527.27,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[9.071363761230216],[5.696964871383093],[2.292120062064588],[3.1363560315971295]]]
51,152413.73,50973.51,0.84,-106387.27,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[9.071363761230216],[5.696964871383093],[2.292120062064588],[3.1363560315971295]]]
52,154459.55,57993.77,0.80,-92755.82,[[[5.104599379549116],[6.412502125803297],[1.6856103818422696],[1.8094486905792206],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[9.071363761230216],[5.696964871383093],[2.292120062064588],[3.1363560315971295]]]
53,155482.46,51737.00,0.80,-72286.32,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[9.071363761230216],[5.696964871383093],[2.292120062064588],[3.1363560315971295]]]
54,156505.37,65292.98,0.80,-86833.38,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[0.43497871265582577],[0.0615252197712457],[8.42482394321985],[9.239579668555205],[7.870287699271835],[4.038911974788361],[2.9946368370632124]]]
55,157528.28,55902.01,0.80,-101873.22,[[[1.3291625794733863],[2.2582033798597556],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[9.071363761230216],[5.696964871383093],[2.292120062064588],[3.1363560315971295]]]
56,158551.20,49166.51,0.78,-102534.73,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[0.43497871265582577],[0.0615252197712457],[8.42482394321985],[9.239579668555205],[7.870287699271835],[4.038911974788361],[2.9946368370632124]]]
57,159574.11,51484.39,0.78,-88536.00,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[0.43497871265582577],[0.0615252197712457],[8.42482394321985],[9.239579668555205],[7.870287699271835],[4.038911974788361],[2.9946368370632124]]]
58,160597.02,51897.04,0.72,-96441.48,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[9.071363761230216],[5.696964871383093],[2.292120062064588],[3.1363560315971295]]]
59,161619.93,56384.97,0.72,-75139.72,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[1.2327550179020819],[4.408345270092023],[0.17211552118100992],[8.31519603091899]]]
60,162642.84,58956.97,0.74,-90238.61,[[[2.5694596663009994],[2.2582033798597556],[4.943343048032151],[2.718294116462663],[6.39454497411122],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[9.071363761230216],[5.696964871383093],[2.292120062064588],[3.1363560315971295]]]
61,163665.75,66746.04,0.70,-105842.31,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[9.504670115748924],[5.152934120591219],[5.397862797584107],[1.5781945740004266],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[9.071363761230216],[2.132293360955204],[8.02569114408548],[8.31519603091899]]]
62,163665.75,50358.24,0.76,-106503.82,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[9.504670115748924],[5.152934120591219],[5.397862797584107],[1.5781945740004266],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[9.071363761230216],[2.132293360955204],[8.02569114408548],[8.31519603091899]]]
63,165711.57,60312.06,0.74,-77041.99,[[[1.3291625794733863],[2.931905902485087],[2.1358686364332193],[3.421764711491797],[9.876501857931402],[1.7685517637659243],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[1.2327550179020819],[4.408345270092023],[0.17211552118100992],[8.31519603091899]]]
64,166734.48,55893.52,0.78,-92508.77,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[0.43497871265582577],[0.0615252197712457],[8.42482394321985],[9.239579668555205],[7.870287699271835],[4.038911974788361],[2.9946368370632124]]]
65,167757.39,68357.54,0.80,-100741.42,[[[1.1042266609415685],[1.2538285268450033],[6.742601323920155],[8.144942988200775],[9.346436021246898],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[0.43497871265582577],[0.0615252197712457],[8.42482394321985],[9.239579668555205],[7.870287699271835],[4.038911974788361],[2.9946368370632124]]]
66,168780.30,76887.09,0.74,-93643.84,[[[1.3291625794733863],[2.931905902485087],[2.1358686364332193],[3.421764711491797],[9.876501857931402],[1.7685517637659243],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[1.2327550179020819],[4.408345270092023],[0.17211552118100992],[8.31519603091899]]]
67,169803.22,66574.44,0.80,-64013.35,[[[1.23632903830866],[3.8982875501255396],[8.688249038965425],[8.759159196252185],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[2.165810475323852],[3.673456312534582],[9.498423194548218],[8.050616229901397],[5.054959628756173],[7.931768573289172],[7.219059045707206],[2.3577123908654762],[4.74804586476425],[1.164274003769139],[5.6520301392773495],[7.174132522064905],[6.11039693439107],[7.823644370654917],[1.0721349262429847]]]
68,170826.13,65870.83,0.80,-79419.83,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[2.3184028883255303],[5.789776578073216],[0.7499664586522148],[7.638654807176346],[6.477984160153678],[7.8627792713331885],[5.943096569997852],[3.255523254161403],[3.509475468841079],[5.307461203664205],[9.361112328628566],[5.095541116957212],[1.2327550179020819],[4.408345270092023],[0.17211552118100992],[8.31519603091899]]]
69,171849.04,69514.14,0.78,-87578.61,[[[1.23632903830866],[3.8982875501255396],[8.688249038965425],[8.759159196252185],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[4.354931672405792],[7.413859244440376],[1.6857274884461104],[8.613348319031468],[2.373397222579764],[2.4352563646606953],[5.943096569997852],[8.716792751534562],[3.509475468841079],[0.43497871265582577],[0.0615252197712457],[8.42482394321985],[9.239579668555205],[7.870287699271835],[2.645106899367727],[2.9946368370632124]]]
70,172871.95,72769.34,0.80,-72727.59,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[2.3184028883255303],[5.789776578073216],[0.7499664586522148],[7.638654807176346],[6.477984160153678],[7.8627792713331885],[5.943096569997852],[3.255523254161403],[3.509475468841079],[5.307461203664205],[4.521962690329478],[7.799048927589608],[1.2327550179020819],[4.408345270092023],[2.911875145051399],[8.31519603091899]]]
71,172871.95,59566.25,0.80,-80846.54,[[[1.23632903830866],[3.7942777608769007],[1.3038712025116583],[8.301838309728419],[0.4652460668939584],[9.857894444557191],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[5.449203702535281],[9.962819366418445],[8.650006680371439],[0.3171935129375836],[7.024320999896744],[2.3184028883255303],[5.789776578073216],[0.7499664586522148],[7.638654807176346],[6.477984160153678],[7.8627792713331885],[5.943096569997852],[3.255523254161403],[3.509475468841079],[5.307461203664205],[4.521962690329478],[7.799048927589608],[1.2327550179020819],[4.408345270092023],[2.911875145051399],[8.31519603091899]]]
72,174917.77,71821.96,0.76,-81322.11,[[[9.877068534480767],[1.7945484523198052],[4.507841361931758],[5.1347754884402255],[0.7384747830444782],[0.7627694613340508],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[1.8842359003079712],[7.948031454514291],[2.4352563646606953],[0.344354096152083],[6.750912919644286],[6.56852518752538],[4.436113736320002],[3.845786796720204],[8.42482394321985],[0.7249625616095456],[5.023778240471764],[2.6133022497491964],[2.8814737621787545]]]
73,175940.68,62630.46,0.76,-97616.61,[[[6.951975215420433],[1.20110178125994],[9.990896657311627],[2.7367835338643776],[1.102242052364425],[4.050623970574637],[3.7086170544978403],[3.729034265983191],[5.3835936116961625],[0.8524314320678461],[1.7368814151891787],[9.874830595914377],[6.652924913234694],[1.147594749156643],[0.5518905628058413],[5.390183117562256],[5.4724234930285025],[0.1163064897600452],[7.464585092016623],[0.2500394441494802],[9.275595545384375],[4.9711721306130165],[5.885837525661106],[2.938582442545432],[1.0230665262864669],[8.205209335034267],[6.4319289021258825],[7.375456367480263],[6.818854243786986],[1.2171418220535946],[1.8056763344787552],[0.21279950916416435],[3.986137860669763],[6.701853811429734],[1.6873277758644378],[8.441442809304961],[0.3171935129375836],[8.398173777750591],[4.354931672405792],[2.3403556335594375],[1.6857274884461104],[1.8842359003079712],[7.948031454514291],[2.4352563646606953],[0.344354096152083],[6.750912919644286],[6.56852518752538],[5.307461203664205],[9.361112328628566],[8.42482394321985],[0.7249625616095456],[5.023778240471764],[2.6133022497491964],[2.8814737621787545]]]
