Generación,Fitness Promedio,Mejor Fitness,Cromosoma
11,738.80,1002.96,0.22, 7.09, 3.31, 6.74, 0.72, 8.89, 7.80, 6.77, 1.00, 8.20, 1.62, 3.82, 5.68, 6.44, 8.60, 7.19, 5.25, 3.53, 9.97, 0.97, 7.44, 7.36, 3.58, 8.53, 6.34, 7.43, 4.89, 5.01, 3.64, 6.13, 3.30, 0.00, 7.41, 6.76, 3.91, 2.19, 4.28, 5.11, 5.95, 5.97, 2.89, 9.74, 4.22, 5.55, 7.20, 4.79, 5.02, 7.58, 9.25, 8.18
12,669.80,965.00,0.22, 7.09, 3.31, 6.74, 0.72, 8.89, 7.80, 7.75, 1.00, 7.01, 1.62, 4.63, 5.68, 6.44, 8.60, 7.19, 5.25, 3.53, 9.97, 0.97, 7.44, 7.36, 3.58, 8.53, 6.34, 7.43, 4.89, 5.01, 3.64, 6.13, 3.30, 0.00, 7.41, 6.76, 3.91, 2.19, 4.28, 5.11, 9.77, 8.86, 1.80, 2.38, 3.91, 3.61, 7.66, 2.32, 8.22, 4.87, 5.17, 1.09
13,749.09,905.00,0.22, 7.09, 3.31, 6.74, 0.72, 8.89, 7.80, 7.75, 1.00, 7.01, 1.62, 4.63, 5.68, 6.44, 8.60, 7.19, 5.25, 3.53, 9.97, 0.97, 7.44, 7.36, 3.58, 8.53, 6.34, 7.43, 4.89, 5.01, 3.64, 6.13, 3.30, 8.85, 6.74, 3.51, 3.52, 4.86, 9.22, 5.67, 3.37, 4.79, 2.80, 0.55, 8.54, 9.56, 8.82, 3.49, 8.67, 4.03, 7.64, 1.50
14,532.00,840.00,0.22, 6.26, 8.69, 1.18, 7.86, 7.74, 7.80, 0.63, 0.25, 7.01, 1.62, 2.41, 3.61, 7.00, 6.37, 2.12, 5.25, 8.79, 5.36, 1.23, 1.33, 5.83, 7.91, 4.13, 5.54, 8.51, 1.34, 0.89, 1.43, 3.65, 8.51, 8.85, 6.74, 3.51, 3.52, 4.86, 9.22, 5.67, 3.37, 4.79, 2.80, 0.55, 8.54, 9.56, 8.82, 3.49, 8.67, 4.03, 7.64, 1.50
15,435.50,740.00,0.22, 9.53, 6.65, 1.18, 1.30, 0.14, 4.35, 0.63, 2.55, 7.01, 1.43, 4.90, 2.11, 8.53, 3.00, 4.96, 9.36, 8.79, 8.40, 9.26, 1.33, 8.07, 3.30, 4.13, 6.21, 8.52, 9.14, 0.89, 9.71, 8.67, 2.39, 6.21, 6.74, 5.73, 3.52, 2.13, 0.46, 7.49, 7.44, 4.79, 0.59, 7.59, 8.54, 5.58, 4.43, 8.28, 8.67, 4.03, 3.44, 3.09
16,628.50,780.00,2.01, 6.26, 4.14, 0.04, 2.01, 3.44, 0.35, 0.63, 0.25, 7.01, 1.43, 4.90, 2.11, 8.53, 3.00, 4.96, 9.36, 8.79, 8.40, 9.26, 1.33, 8.07, 3.30, 4.13, 6.21, 8.52, 9.14, 0.89, 9.71, 8.67, 2.39, 6.21, 6.74, 5.73, 3.52, 2.13, 0.46, 7.49, 7.44, 4.79, 0.59, 7.59, 8.54, 5.58, 4.43, 8.28, 8.67, 4.03, 3.44, 3.09
Generación,Fitness Promedio,Mejor Fitness,Cromosoma
1,512.50,720.00,2.68, 5.31, 7.06, 1.16, 0.01, 2.39, 5.52, 4.13, 6.35, 4.25, 0.26, 5.93, 5.93, 4.83, 8.52, 9.57, 3.74, 7.84, 4.86, 0.32, 7.25, 5.94, 8.22, 3.43, 2.95, 5.36, 6.12, 4.40, 7.95, 5.48, 1.37, 3.86, 0.04, 9.88, 2.35, 0.84, 7.50, 5.76, 9.90, 2.85, 4.15, 9.96, 3.03, 9.08, 9.28, 2.04, 3.73, 1.45, 3.60, 8.47
2,524.50,760.00,2.68, 5.31, 7.06, 1.16, 0.01, 2.39, 5.52, 4.13, 6.35, 4.25, 0.26, 5.93, 5.93, 4.83, 8.52, 9.57, 3.74, 7.84, 4.86, 0.80, 1.55, 0.80, 1.82, 2.37, 2.95, 5.36, 6.12, 4.40, 7.95, 5.48, 1.37, 3.86, 0.04, 9.88, 2.35, 0.84, 7.50, 5.76, 9.90, 2.85, 4.15, 9.96, 3.03, 9.08, 9.28, 3.77, 7.40, 3.48, 4.22, 2.33
3,616.80,942.96,2.68, 5.31, 7.06, 1.16, 0.01, 2.39, 5.52, 4.13, 9.39, 8.61, 1.62, 2.17, 6.02, 7.71, 7.56, 7.38, 6.59, 2.58, 2.59, 0.32, 7.25, 7.14, 5.37, 7.28, 3.89, 4.92, 6.12, 2.94, 6.82, 3.59, 3.84, 0.06, 1.41, 6.93, 5.31, 3.00, 7.66, 9.80, 5.17, 0.41, 0.97, 4.03, 1.93, 6.41, 7.07, 8.14, 4.23, 9.86, 8.41, 4.86
