Generación,Mejor Fitness,Prom Fitness,Diversidad,Peor Fitness,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra
56,81726.21,56945.97,0.60,-10277.43,73.40,98.97,506.46,0,19
57,81726.21,57584.28,0.70,-10277.43,74.13,99.01,515.23,0,19
58,101308.71,58809.52,0.72,-10277.43,80.46,97.93,524.66,0,3
59,101308.71,54543.65,0.74,-10277.43,73.37,98.67,533.85,0,3
60,101308.71,56816.82,0.72,72.14,70.35,98.79,542.45,0,3
61,101308.71,55376.71,0.76,-3332.48,69.43,98.97,551.05,0,3
62,101308.71,58768.22,0.70,72.14,76.28,98.44,561.30,0,3
63,101308.71,64357.03,0.62,-13817.36,83.79,98.83,573.69,0,3
64,101308.71,63255.13,0.68,-10277.43,87.39,98.97,587.58,0,3
65,101308.71,69473.69,0.68,-6782.41,84.73,97.80,598.95,0,3
66,101308.71,71292.63,0.54,-3332.48,75.82,99.13,608.21,0,3
67,101308.71,68519.97,0.58,72.14,78.00,98.92,618.25,0,3
68,101308.71,65314.90,0.58,72.14,78.19,98.42,627.80,0,3
69,101308.71,69292.85,0.62,-10277.43,78.55,99.04,637.71,0,3
70,101308.71,75034.85,0.54,72.14,75.38,99.14,646.82,0,3
71,101308.71,75194.49,0.48,-10277.43,75.90,98.94,655.96,0,3
72,101308.71,67035.53,0.62,3431.27,77.26,99.12,665.34,0,3
73,101308.71,67839.24,0.64,-3332.48,75.34,99.06,674.80,0,3
74,101308.71,71452.72,0.56,-3332.48,74.78,99.18,684.01,0,3
75,101308.71,67192.08,0.60,3431.27,76.31,99.13,693.74,0,3
76,101308.71,71422.18,0.52,-3332.48,75.59,99.14,703.18,0,3
77,101308.71,59546.45,0.60,-47666.75,73.90,99.12,712.43,0,3
78,101308.71,60882.68,0.70,-3332.48,74.74,99.13,721.85,0,3
79,101308.71,69628.55,0.64,-3332.48,74.25,99.14,731.09,0,3
80,101308.71,58000.56,0.64,-6782.41,75.41,99.07,740.55,0,3
81,101308.71,71322.07,0.56,-6782.41,72.77,99.26,749.60,0,3
82,101308.71,72081.47,0.60,72.14,73.89,99.09,758.41,0,3
83,101308.71,65257.75,0.62,3431.27,73.98,99.24,767.74,0,3
84,101308.71,65017.57,0.58,-6782.41,74.43,99.07,776.96,0,3
85,101308.71,63363.89,0.70,6744.68,74.24,99.03,786.51,0,3
86,101308.71,62487.31,0.60,-6782.41,75.35,99.17,795.74,0,3
87,101308.71,62486.34,0.60,0.00,77.41,98.77,805.37,0,3
88,101308.71,58656.42,0.66,-10277.43,78.46,99.05,815.72,0,3
89,101308.71,67970.30,0.66,-24704.62,75.67,98.90,825.45,0,3
90,101308.71,70747.43,0.52,72.14,74.04,99.13,834.67,0,3
91,101308.71,66518.68,0.56,-6782.41,73.66,99.21,843.94,0,3
92,101308.71,69793.10,0.56,72.14,76.22,99.09,853.71,0,3
93,101308.71,63881.56,0.62,-10277.43,76.50,99.29,863.83,0,3
94,101308.71,67244.74,0.52,-6782.41,78.16,99.17,874.23,0,3
95,101308.71,68547.10,0.60,72.14,76.32,99.08,884.07,0,3
96,101308.71,70698.75,0.56,10012.15,73.77,99.19,893.72,0,3
97,101308.71,69993.08,0.58,-10277.43,74.30,99.23,903.35,0,3
98,101308.71,57824.24,0.66,-39838.36,74.20,98.79,912.88,0,3
99,101308.71,59796.77,0.68,3431.27,72.09,99.00,921.81,0,3
100,101308.71,66135.60,0.60,-17401.99,73.85,98.91,930.97,0,3
101,101308.71,66807.12,0.64,72.14,70.80,99.08,939.94,0,3
102,101308.71,61485.80,0.68,-13817.36,72.65,99.02,949.38,0,3
103,101308.71,60140.48,0.58,-59732.60,73.40,99.24,958.61,0,3
104,101308.71,64205.54,0.56,-21031.13,74.77,99.12,967.84,0,3
105,101308.71,65186.01,0.56,-6782.41,72.02,99.00,976.82,0,3
106,101308.71,60747.92,0.60,-10277.43,73.22,99.10,986.03,0,3
107,101308.71,71245.83,0.54,-3332.48,73.23,99.12,994.96,0,3
108,101308.71,65782.48,0.68,-13817.36,73.56,99.05,1003.86,0,3
109,101308.71,60185.79,0.76,-6782.41,78.60,98.75,1014.42,0,3
110,101308.71,65794.23,0.68,-6782.41,81.60,98.85,1025.50,0,3
111,101308.71,57577.01,0.64,-10277.43,83.58,99.02,1037.33,0,3
112,101308.71,67331.41,0.62,-10277.43,72.98,99.12,1046.31,0,3
113,101308.71,63941.99,0.62,-13817.36,70.77,99.09,1054.94,0,3
114,101308.71,63915.21,0.62,-10277.43,71.93,99.23,1063.76,0,3
115,101308.71,63511.87,0.54,-13817.36,74.30,99.10,1072.66,0,3
116,101308.71,61824.40,0.64,-6782.41,71.08,98.91,1081.07,0,3
117,101308.71,59861.07,0.66,-10277.43,72.20,99.18,1089.89,0,3
118,101308.71,69227.04,0.54,72.14,70.35,99.28,1098.41,0,3
119,101308.71,65143.80,0.60,72.14,72.12,98.71,1107.08,0,3
120,101308.71,77794.21,0.52,-17401.99,70.43,99.01,1115.17,0,3
121,101308.71,74691.10,0.48,-10277.43,71.36,98.68,1123.39,0,3
122,101308.71,71212.40,0.52,-6782.41,72.62,99.13,1132.21,0,3
123,101308.71,67532.79,0.54,-17401.99,69.73,98.94,1140.55,0,3
124,101308.71,73560.53,0.54,3431.27,72.18,99.22,1149.01,0,3
125,101308.71,64689.31,0.64,-3332.48,71.38,99.08,1157.52,0,3
126,101308.71,63631.52,0.64,-13817.36,70.43,98.95,1166.06,0,3
127,101308.71,64790.35,0.64,-6782.41,71.65,99.21,1174.73,0,3
128,101308.71,70316.55,0.60,-6782.41,72.07,99.14,1183.50,0,3
129,101308.71,69291.30,0.52,-35989.30,70.67,98.86,1191.96,0,3
130,101308.71,64090.14,0.62,-13817.36,71.72,98.88,1200.54,0,3
131,101308.71,67878.57,0.60,10012.15,71.44,98.81,1209.25,0,3
132,101308.71,66901.64,0.66,72.14,71.90,99.28,1217.86,0,3
133,101308.71,64555.86,0.64,3431.27,72.60,98.96,1226.52,0,3
134,101308.71,64601.19,0.64,-3332.48,73.92,98.92,1235.28,0,3
135,101308.71,63780.17,0.70,-13817.36,71.74,99.25,1244.07,0,3
136,101308.71,64914.69,0.68,-3332.48,70.75,99.00,1252.56,0,3
137,101308.71,66519.14,0.62,-10277.43,79.42,98.93,1262.95,0,3
138,101308.71,67498.67,0.60,-10277.43,79.01,99.01,1272.61,0,3
139,101308.71,62442.96,0.64,3431.27,75.45,99.15,1281.84,0,3
140,101308.71,44914.69,0.86,-3332.48,76.70,99.24,1295.35,0,3
141,101308.71,58909.65,0.80,-6782.41,75.04,99.27,1304.54,0,3
142,101308.71,68266.07,0.72,-24704.62,75.14,99.18,1313.83,0,3
143,101787.60,72858.37,0.78,-10277.43,77.90,99.22,1323.96,0,2
144,101787.60,75013.06,0.78,-6782.41,78.27,99.17,1333.63,0,2
145,101787.60,66840.95,0.78,-32183.87,76.97,98.94,1343.10,0,2
146,101787.60,65848.47,0.72,-10277.43,75.03,99.04,1352.57,0,2
147,101787.60,67701.99,0.68,-10277.43,75.32,99.09,1361.58,0,2
148,101787.60,61712.21,0.74,-28422.26,76.35,98.95,1371.07,0,2
149,101787.60,63796.55,0.70,72.14,76.98,99.21,1380.56,0,2
150,101787.60,72534.42,0.70,-6782.41,74.40,98.95,1389.68,0,2
151,101787.60,59609.35,0.72,-10277.43,80.55,98.48,1399.02,0,2
152,101787.60,71439.45,0.68,-6782.41,78.54,98.34,1408.59,0,2
153,101787.60,65377.97,0.70,72.14,76.16,98.47,1418.15,0,2
154,101787.60,63621.37,0.70,-13817.36,74.68,98.76,1427.53,0,2
155,101787.60,69567.01,0.70,6744.68,74.69,98.96,1436.66,0,2
156,101787.60,71599.27,0.62,72.14,76.49,98.83,1446.20,0,2
157,101787.60,68535.89,0.64,-17401.99,76.15,99.28,1455.45,0,2
158,101787.60,71791.19,0.60,13233.47,77.66,99.29,1464.77,0,2
159,101787.60,69168.28,0.70,16408.40,75.72,99.01,1474.34,0,2
160,101787.60,64339.09,0.68,72.14,76.69,99.25,1484.11,0,2
161,101787.60,56010.30,0.74,-21031.13,76.42,97.88,1494.21,0,2
162,101787.60,55018.12,0.74,-6782.41,76.33,99.06,1504.06,0,2
163,101787.60,67422.15,0.58,-10277.43,74.57,98.97,1513.19,0,2
164,101787.60,64936.64,0.70,-6782.41,74.78,99.14,1522.59,0,2
165,101787.60,62700.43,0.76,-17401.99,75.11,99.00,1532.40,0,2
166,101787.60,64984.33,0.68,-24704.62,74.90,99.06,1542.41,0,2
167,101787.60,64276.55,0.68,-3332.48,78.69,99.25,1553.38,0,2
168,101787.60,63249.22,0.80,3431.27,79.65,98.98,1565.05,0,2
169,101787.60,60627.73,0.72,-3332.48,77.65,99.09,1575.70,0,2
170,101787.60,63323.63,0.74,-6782.41,82.38,99.00,1587.50,0,2
171,101787.60,55532.27,0.78,-3332.48,79.89,99.28,1598.19,0,2
172,101787.60,60605.30,0.72,-3332.48,79.70,99.11,1609.36,0,2
173,101787.60,71890.91,0.66,-13817.36,78.33,99.17,1620.16,0,2
174,101787.60,73550.09,0.66,-3332.48,78.28,98.95,1631.41,0,2
175,101787.60,70381.78,0.68,-3332.48,82.37,98.08,1643.80,0,2
176,101787.60,63783.66,0.68,-3332.48,90.82,97.88,1658.42,0,2
177,101787.60,64788.77,0.66,-3332.48,86.25,98.84,1672.94,0,2
178,101787.60,65989.75,0.72,-13817.36,76.54,98.56,1683.29,0,2
179,101787.60,62801.91,0.70,72.14,78.55,98.56,1694.57,0,2
180,101787.60,67245.68,0.66,72.14,85.09,98.61,1708.12,0,2
181,101787.60,62557.81,0.72,-17401.99,90.83,99.03,1724.74,0,2
182,101787.60,64819.30,0.76,-17401.99,87.13,99.14,1737.42,0,2
183,101787.60,69652.97,0.74,72.14,85.41,99.19,1749.19,0,2
184,101787.60,63383.69,0.76,-3332.48,83.71,99.13,1761.13,0,2
185,101787.60,65781.82,0.74,-21031.13,86.80,98.96,1772.58,0,2
186,101787.60,68323.62,0.74,-13817.36,86.15,99.15,1785.26,0,2
187,101787.60,64315.55,0.76,-24704.62,83.81,99.06,1796.54,0,2
188,101787.60,66928.49,0.74,-10277.43,83.91,98.71,1808.29,0,2
189,101787.60,64302.17,0.78,-24704.62,91.42,97.62,1826.22,0,2
190,101787.60,61905.35,0.70,72.14,89.93,98.49,1843.28,0,2
191,101787.60,67832.57,0.66,13233.47,82.12,98.61,1856.16,0,2
192,101787.60,67530.33,0.68,-21031.13,81.79,99.09,1869.63,0,2
193,101787.60,69850.32,0.70,-6782.41,79.02,99.00,1881.88,0,2
194,101308.71,67395.56,0.72,3431.27,82.14,99.03,1894.43,0,3
195,101308.71,69746.98,0.64,-24704.62,82.53,99.24,1907.44,0,3
196,101308.71,63515.59,0.72,-21031.13,81.74,99.20,1921.07,0,3
197,101308.71,67317.72,0.68,-6782.41,82.70,99.29,1934.55,0,3
198,101308.71,69019.05,0.74,-10277.43,80.52,98.72,1947.50,0,3
199,101308.71,63790.34,0.76,-28422.26,80.60,99.00,1959.70,0,3
200,101308.71,57566.69,0.70,-24704.62,77.11,99.16,1970.74,0,3
