Generación,Mejor Fitness Generación,Fitness Global,Fitness Promedio,Diversidad,Peor Fitness,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra,Chromosoma,OS,OS Version,Java Version,OS Arquitectura,CPUs (configurados),Population Size,Mutation Rate,Crossover Rate,Core0 (%),Core1 (%),Core2 (%),Core3 (%),Core4 (%),Core5 (%),Core6 (%),Core7 (%)
356,45460.00,45460.00,44273.05,244.54,39279.20,40.82,82.137,27389.597,3,10,"29.33",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.09,34.67,30.53,28.19,50.28,48.50,46.53,45.46
357,45460.00,45460.00,44336.91,244.52,39279.20,60.57,84.845,27475.237,3,10,"87.51",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,65.85,61.63,58.78,56.77,63.39,61.72,58.95,57.56
358,45460.00,45460.00,44496.25,243.71,39580.80,37.33,84.467,27549.824,3,10,"1.75",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.11,30.10,25.88,22.55,46.64,45.68,44.70,43.78
359,45460.00,45460.00,44421.71,245.00,39731.60,37.39,83.961,27625.584,3,10,"29.33",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.63,30.04,25.88,23.64,46.01,45.34,44.59,43.77
360,45460.00,45460.00,44463.81,245.17,39279.20,38.76,83.591,27701.700,3,10,"55.94",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.84,31.42,27.25,24.77,48.04,46.49,45.58,44.58
361,45460.00,45460.00,20932.73,246.10,1.00,37.20,83.382,27777.286,3,10,"10.63",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.82,29.15,25.00,22.25,46.60,45.48,44.50,43.73
362,45460.00,45460.00,42428.05,247.99,1.00,36.59,83.311,27853.694,3,10,"15.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.66,27.74,24.17,22.18,45.45,44.69,44.04,43.70
363,45460.00,45460.00,44118.13,243.50,39279.20,36.29,83.739,27929.950,3,10,"16.09",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.20,26.78,23.70,21.34,45.17,44.86,44.28,43.80
364,45460.00,45460.00,44251.11,244.02,39430.00,38.21,85.195,28007.121,3,10,"94.11",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,43.97,31.32,27.50,25.05,45.20,44.36,44.33,43.67
365,45460.00,45460.00,44236.78,242.36,1.00,37.41,79.506,28082.217,3,10,"26.08",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.27,29.65,26.50,23.79,45.77,44.65,43.64,43.07
366,45460.00,45460.00,44397.57,244.16,39279.20,37.05,79.385,28155.408,3,10,"97.44",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.65,29.22,25.68,23.07,45.32,44.31,43.68,43.35
367,45460.00,45460.00,44353.81,244.38,39580.80,37.12,79.305,28231.628,3,10,"25.06",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.55,29.27,25.07,23.04,45.70,44.75,43.92,43.48
368,45460.00,45460.00,44492.41,243.81,39128.40,35.59,79.163,28308.246,3,10,"16.09",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.19,26.24,23.07,21.15,44.73,44.06,43.46,42.78
369,45460.00,45460.00,44506.53,244.37,39279.20,40.07,79.367,28384.959,3,10,"68.77",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,46.39,35.67,32.63,30.52,44.99,43.97,43.35,42.98
370,45460.00,45460.00,44342.53,244.45,38977.60,41.26,79.676,28459.326,3,10,"39.98",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,48.61,37.90,33.82,31.43,46.08,44.96,43.75,43.20
371,45460.00,45460.00,44117.41,246.68,1.00,41.38,80.070,28536.287,3,10,"98.33",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,49.09,38.78,34.39,31.56,45.57,44.57,43.95,43.25
372,45460.00,45460.00,44356.04,248.06,39279.20,39.30,79.447,28611.697,3,10,"94.60",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,44.69,33.70,30.13,26.82,46.31,45.34,44.06,43.37
373,45460.00,45460.00,44371.44,248.83,39430.00,36.56,80.373,28688.264,3,10,"32.23",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.67,28.36,24.79,22.29,44.82,44.44,43.65,43.38
374,45460.00,45460.00,44379.54,249.87,39580.80,35.67,80.674,28763.566,3,10,"53.84",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.19,26.49,23.15,21.47,44.34,43.85,43.81,42.92
375,45460.00,45460.00,44231.10,248.05,39279.20,38.91,82.084,28840.571,3,10,"13.92",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,44.17,33.08,29.06,26.45,46.11,44.73,43.87,43.60
376,45460.00,45460.00,44427.99,248.75,39279.20,45.71,82.420,28917.604,3,10,"20.17",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,54.36,44.84,41.53,38.84,48.83,46.98,45.87,44.45
377,45460.00,45460.00,44409.15,249.09,1.00,38.93,83.309,28992.337,3,10,"50.18",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,44.11,33.02,29.37,26.63,45.86,44.87,44.06,43.46
378,45460.00,45460.00,44368.50,249.87,39279.20,38.84,82.513,29068.449,3,10,"20.85",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,43.28,32.36,28.77,26.04,47.07,45.48,44.18,43.49
379,45460.00,45460.00,44419.50,248.49,39279.20,38.33,83.335,29144.735,3,10,"20.85",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,43.76,31.00,27.40,24.82,46.16,45.47,44.10,43.80
380,45460.00,45460.00,44319.25,248.38,39279.20,40.74,84.354,29220.605,3,10,"10.36",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,46.28,35.81,32.04,30.23,46.97,45.71,44.68,44.05
381,45460.00,45460.00,44426.46,248.29,39279.20,37.54,80.852,29296.110,3,10,"8.41",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.19,29.76,26.83,23.96,45.72,44.91,44.26,43.60
382,45460.00,45460.00,44428.13,246.55,39128.40,36.85,82.691,29372.300,3,10,"5.21",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.61,28.53,24.53,22.35,45.74,44.94,44.07,43.93
383,45460.00,45460.00,44496.69,247.24,39279.20,36.44,82.957,29449.230,3,10,"15.13",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.15,27.43,24.64,21.24,45.56,44.31,43.80,43.28
384,45460.00,45460.00,44259.72,246.29,39128.40,36.83,81.918,29525.827,3,10,"32.23",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.01,28.74,24.82,21.70,46.44,44.66,43.90,43.25
385,45460.00,45460.00,44363.66,246.11,39128.40,36.89,83.912,29601.804,3,10,"70.32",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.48,28.44,25.17,22.23,45.69,44.92,43.82,43.24
386,45460.00,45460.00,44444.51,246.95,39430.00,36.07,84.374,29678.838,3,10,"34.47",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.01,26.71,23.38,21.44,45.83,44.54,43.97,43.49
387,45460.00,45460.00,44195.46,246.92,1.00,36.36,83.993,29753.718,3,10,"74.42",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.41,27.69,24.58,21.42,45.28,44.24,43.56,42.87
388,45460.00,45460.00,44278.85,245.88,39580.80,36.32,82.735,29830.024,3,10,"3.00",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.17,27.29,23.52,21.01,46.19,45.03,44.43,43.50
389,45460.00,45460.00,44339.55,247.28,39430.00,38.07,83.184,29905.722,3,10,"94.12",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.50,31.35,27.22,24.60,46.13,45.04,44.01,43.63
390,45460.00,45460.00,44417.19,246.71,39430.00,37.77,82.458,29982.430,3,10,"97.45",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.64,30.13,26.27,23.90,46.17,45.06,44.14,43.63
391,45460.00,45460.00,44399.40,249.91,39279.20,36.01,82.916,30059.983,3,10,"20.85",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.38,26.23,22.96,20.93,45.80,45.24,43.92,43.60
392,45460.00,45460.00,44359.78,248.30,39279.20,37.05,81.438,30137.435,3,10,"2.49",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.18,29.07,25.12,23.01,45.61,44.90,43.93,43.35
393,45460.00,45460.00,44288.19,247.76,39430.00,37.79,82.838,30214.090,3,10,"94.12",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.21,30.39,26.24,23.41,45.95,45.42,44.60,44.00
394,45460.00,45460.00,44471.48,246.76,39430.00,36.84,82.435,30290.710,3,10,"72.78",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.15,28.83,25.37,23.34,45.19,44.34,43.61,42.89
395,45460.00,45460.00,44329.10,248.13,39430.00,36.16,82.249,30365.499,3,10,"50.88",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.32,27.34,23.87,21.58,44.78,44.09,43.69,43.45
396,45460.00,45460.00,44297.56,249.28,39430.00,36.75,78.850,30443.277,3,10,"20.85",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.40,27.77,24.43,22.34,46.54,44.83,44.14,43.51
397,45460.00,45460.00,44265.75,249.42,39430.00,36.27,82.277,30520.256,3,10,"57.22",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.48,27.36,24.15,21.53,45.46,44.57,44.13,43.32
398,45460.00,45460.00,44484.87,247.21,39128.40,36.02,82.845,30593.486,3,10,"20.69",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.38,27.63,23.49,21.29,45.09,44.31,43.38,43.43
399,45460.00,45460.00,44367.57,246.31,39279.20,36.04,83.002,30670.847,3,10,"83.29",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.13,27.69,23.72,20.79,45.06,44.19,43.58,42.99
400,45460.00,45460.00,44280.29,246.07,39580.80,36.19,81.628,30747.522,3,10,"10.53",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.56,27.33,24.52,21.55,44.71,44.24,43.50,42.91
401,45460.00,45460.00,21105.86,247.55,1.00,37.27,83.075,30824.152,3,10,"63.65",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.41,29.23,26.06,23.73,45.62,44.76,43.94,43.28
402,45460.00,45460.00,42287.21,246.53,1.00,35.84,83.165,30900.055,3,10,"20.93",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.61,26.75,22.88,21.37,45.23,44.27,43.50,42.97
403,45460.00,45460.00,44190.30,243.91,39430.00,36.00,82.984,30974.747,3,10,"55.27",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.70,27.16,23.58,21.24,45.06,44.45,43.69,43.06
404,45460.00,45460.00,44393.94,242.26,39430.00,37.99,82.625,31050.247,3,10,"38.30",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.79,32.10,27.29,25.54,45.27,44.36,43.27,43.19
405,45460.00,45460.00,44284.39,242.27,39580.80,38.17,83.381,31126.876,3,10,"69.64",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,43.32,31.53,28.19,24.58,45.39,44.54,44.02,43.71
406,45460.00,45460.00,44371.23,242.25,39580.80,35.92,83.419,31201.995,3,10,"27.08",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.40,26.56,23.30,20.94,44.92,44.23,43.53,43.42
407,45460.00,45460.00,44303.00,243.62,39128.40,35.94,82.813,31279.006,3,10,"33.35",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.45,26.28,23.63,21.36,45.19,44.27,43.89,43.28
408,45460.00,45460.00,44251.72,243.75,39279.20,36.56,81.240,31356.315,3,10,"91.14",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.51,28.02,24.30,21.30,45.79,44.80,44.14,43.41
409,45460.00,45460.00,44466.74,241.76,39279.20,36.52,82.640,31433.068,3,10,"69.64",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.73,28.54,24.46,21.25,45.41,44.54,43.79,43.33
410,45460.00,45460.00,44439.91,243.37,39580.80,35.99,83.193,31510.076,3,10,"69.64",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.48,27.43,23.84,21.07,44.77,44.22,43.58,43.41
411,45460.00,45460.00,44475.57,243.99,39128.40,36.21,83.541,31587.602,3,10,"91.14",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.20,27.07,23.59,21.57,45.18,44.50,43.95,43.41
412,45460.00,45460.00,44220.35,245.07,39430.00,35.67,83.842,31664.116,3,10,"95.58",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.48,26.10,22.82,20.70,45.00,44.26,43.68,43.17
413,45460.00,45460.00,44466.99,245.00,39430.00,39.49,83.399,31739.282,3,10,"96.93",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,45.44,34.55,30.56,27.86,45.63,44.89,43.84,43.07
414,45460.00,45460.00,44519.81,244.96,39279.20,46.72,83.296,31816.564,3,10,"27.08",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,57.06,49.27,45.02,42.68,46.62,45.37,44.27,43.61
415,45460.00,45460.00,44433.34,245.21,39430.00,39.09,84.441,31892.916,3,10,"16.09",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,44.27,33.63,29.54,26.36,46.32,45.39,43.79,43.38
416,45460.00,45460.00,44447.36,244.85,39279.20,36.66,84.421,31968.460,3,10,"91.28",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.65,28.71,25.24,22.74,44.89,44.53,43.51,42.93
417,45460.00,45460.00,44338.61,244.50,39279.20,36.46,84.122,32044.647,3,10,"33.35",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.53,27.14,24.33,22.22,46.03,44.78,43.68,42.83
418,45460.00,45460.00,44413.05,246.31,38977.60,44.01,84.247,32120.530,3,10,"33.35",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,51.53,45.43,40.69,37.46,45.20,44.38,43.92,43.30
419,45460.00,45460.00,44254.75,247.43,1.00,47.34,84.321,32196.454,3,10,"23.63",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,55.97,52.17,48.41,45.41,45.27,44.75,43.62,43.15
420,45460.00,45460.00,44316.13,247.43,39430.00,50.74,84.362,32273.443,3,10,"92.83",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,64.76,59.34,53.60,49.39,46.53,45.18,44.02,43.17
421,45460.00,45460.00,44225.74,245.83,1.00,48.34,82.605,32349.410,3,10,"2.76",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,60.81,54.15,49.81,45.75,45.17,44.38,43.57,43.18
422,45460.00,45460.00,44393.13,247.46,39580.80,48.35,82.540,32424.805,3,10,"93.74",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,60.67,54.31,48.83,45.50,45.86,44.79,43.68,43.25
423,45460.00,45460.00,44421.11,247.36,39430.00,49.77,84.412,32501.841,3,10,"27.46",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,63.05,56.26,51.78,49.62,45.77,44.78,43.69,43.36
424,45460.00,45460.00,44303.18,247.52,39580.80,48.20,83.024,32578.388,3,10,"75.53",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,61.47,53.88,48.18,45.99,44.93,44.44,43.50,43.29
425,45460.00,45460.00,44327.89,247.36,39430.00,51.81,83.298,32653.954,3,10,"34.39",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,65.41,61.21,56.43,53.73,46.26,44.59,43.74,43.14
426,45460.00,45460.00,44387.52,248.62,39580.80,48.58,84.973,32731.719,3,10,"42.39",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,61.74,55.48,49.32,45.81,45.31,44.44,43.71,42.92
427,45460.00,45460.00,44427.62,246.16,39430.00,49.43,81.715,32808.417,3,10,"33.35",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,63.96,57.68,51.45,47.23,44.93,44.15,43.38,42.66
428,45460.00,45460.00,44521.03,244.96,39279.20,47.62,82.290,32885.414,3,10,"60.80",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,60.51,53.01,47.66,45.09,44.70,44.00,43.30,42.82
429,45460.00,45460.00,44383.48,245.48,39430.00,50.49,83.778,32962.078,3,10,"48.95",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,64.19,58.70,53.37,51.45,45.24,44.36,43.50,43.17
430,45460.00,45460.00,44179.93,246.69,39430.00,48.16,82.520,33037.635,3,10,"42.39",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,59.35,53.93,48.52,45.91,45.46,44.80,43.86,43.32
431,45460.00,45460.00,44386.01,247.29,38977.60,49.14,80.376,33112.821,3,10,"98.40",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,57.73,54.37,50.34,49.50,47.12,45.71,44.72,43.89
432,45460.00,45460.00,44527.97,248.22,39580.80,47.79,82.167,33188.273,3,10,"42.39",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,57.56,52.95,48.72,46.12,45.65,44.82,43.51,43.04
433,45460.00,45460.00,44407.07,249.40,39430.00,47.47,80.223,33264.121,3,10,"19.34",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,58.06,52.07,47.22,46.29,45.22,44.31,43.61,43.12
434,45460.00,45460.00,44509.37,248.33,39580.80,36.32,79.983,33340.357,3,10,"12.36",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.33,27.45,24.70,22.50,44.80,44.55,43.29,42.87
435,45460.00,45460.00,44462.26,250.23,39731.60,46.38,82.533,33415.083,3,10,"33.35",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,54.51,51.07,45.20,42.78,45.27,44.92,43.73,43.33
436,45460.00,45460.00,44434.93,250.30,39279.20,49.81,82.612,33491.752,3,10,"88.22",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,60.05,57.04,53.02,50.73,45.98,44.79,43.76,43.26
437,45460.00,45460.00,44391.53,250.59,1.00,44.91,80.121,33567.168,3,10,"32.61",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,53.24,46.53,42.38,39.98,45.85,44.68,43.69,43.00
438,45460.00,45460.00,44294.35,250.44,39279.20,37.48,81.070,33642.362,3,10,"2.76",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.37,29.99,26.30,23.22,45.98,44.84,43.81,43.21
439,45460.00,45460.00,44369.09,247.91,39430.00,35.95,80.196,33718.232,3,10,"44.58",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.49,26.45,23.27,20.66,44.79,44.10,43.57,43.13
440,45460.00,45460.00,44374.16,248.92,39430.00,39.63,82.592,33794.489,3,10,"32.61",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,46.52,34.50,31.08,28.39,45.21,44.41,43.56,43.16
441,45460.00,45460.00,20588.62,252.02,1.00,47.53,82.711,33871.109,3,10,"41.32",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,56.02,52.40,46.11,45.60,46.42,45.49,44.43,43.78
442,45460.00,45460.00,42334.41,253.26,1.00,48.38,83.252,33947.038,3,10,"96.53",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,59.60,54.33,49.42,46.54,45.37,44.92,43.66,43.24
443,45460.00,45460.00,43884.84,252.93,39128.40,44.01,79.881,34022.744,3,10,"42.39",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,53.88,44.79,39.33,35.61,46.37,45.04,43.84,43.36
444,45460.00,45460.00,44061.94,252.98,39580.80,35.76,80.307,34099.908,3,10,"41.32",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.41,26.60,23.19,19.88,44.84,44.32,43.62,43.13
445,45460.00,45460.00,44018.16,252.21,39279.20,35.75,80.086,34177.078,3,10,"32.61",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.59,26.74,23.29,20.61,45.16,44.06,42.84,42.56
446,45460.00,45460.00,44020.70,251.30,39430.00,36.14,80.612,34253.344,3,10,"3.53",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.65,27.29,23.83,22.03,45.45,44.47,43.44,42.80
447,45460.00,45460.00,44020.77,250.24,39128.40,40.58,81.314,34329.497,3,10,"48.32",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,46.80,36.86,32.73,30.32,46.29,44.89,43.68,42.96
448,45460.00,45460.00,44306.39,250.23,39128.40,35.98,81.992,34405.445,3,10,"13.24",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.93,27.42,23.31,20.71,44.82,44.63,43.70,43.17
449,45460.00,45460.00,44091.32,250.07,39128.40,35.89,81.656,34480.527,3,10,"64.63",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.56,26.95,23.21,20.45,44.94,44.38,43.55,42.89
450,45460.00,45460.00,44080.01,250.26,39430.00,36.07,81.925,34557.596,3,10,"59.71",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.71,27.53,23.38,21.27,44.79,44.22,43.58,42.98
451,45460.00,45460.00,44050.10,249.88,39430.00,35.88,81.726,34634.175,3,10,"96.48",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.95,26.50,23.47,21.49,45.24,44.28,43.32,42.73
452,45460.00,45460.00,44055.35,248.37,39430.00,35.46,81.936,34710.497,3,10,"68.69",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.71,26.26,22.58,20.42,45.11,44.30,43.46,42.72
453,45460.00,45460.00,44061.36,249.68,39580.80,38.14,82.774,34788.246,3,10,"44.64",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,43.40,31.97,27.19,25.67,45.41,44.55,43.72,43.11
454,45460.00,45460.00,43989.28,250.00,1.00,37.89,83.110,34864.890,3,10,"16.56",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.78,31.31,27.15,24.69,45.66,44.52,43.98,42.92
455,45460.00,45460.00,43966.94,249.69,39279.20,37.04,82.219,34941.916,3,10,"76.68",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.23,28.80,24.76,22.85,46.17,44.79,44.00,43.60
456,45460.00,45460.00,43946.51,247.10,39430.00,36.20,82.754,35018.220,3,10,"51.61",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.32,27.44,23.57,21.88,45.49,44.46,43.41,42.96
457,45460.00,45460.00,44148.54,249.35,39279.20,35.68,81.889,35094.110,3,10,"39.20",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.27,26.27,23.00,20.76,45.27,44.36,43.40,42.97
458,45460.00,45460.00,44152.05,248.60,39580.80,35.89,82.151,35170.300,3,10,"48.32",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.94,27.26,23.30,20.36,45.26,44.24,43.70,42.93
459,45460.00,45460.00,44123.44,249.24,39279.20,36.45,81.573,35246.925,3,10,"88.22",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.64,28.50,24.44,21.60,44.68,44.26,43.34,42.99
460,45460.00,45460.00,44108.29,248.94,39128.40,38.35,81.897,35323.675,3,10,"66.84",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,43.63,31.37,27.85,24.52,46.64,45.21,43.92,43.55
461,45460.00,45460.00,44021.62,249.25,39279.20,37.92,81.586,35401.026,3,10,"96.53",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,43.34,30.19,27.00,23.91,46.25,45.06,44.01,43.49
462,45460.00,45460.00,43943.83,250.71,38977.60,35.97,81.680,35477.737,3,10,"94.66",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.87,26.53,23.75,21.55,45.26,44.35,43.50,42.88
463,45460.00,45460.00,44082.23,250.22,39430.00,36.00,81.972,35554.712,3,10,"88.22",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.49,27.07,23.62,21.67,45.06,44.34,43.46,43.10
464,45460.00,45460.00,44196.76,250.67,39430.00,35.81,81.886,35630.695,3,10,"97.18",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.48,27.07,23.02,21.13,45.26,44.20,43.39,42.80
465,45460.00,45460.00,44243.21,248.94,39128.40,37.03,82.351,35708.395,3,10,"68.69",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.21,28.94,25.28,22.78,45.45,44.36,43.87,43.22
466,45460.00,45460.00,44200.93,247.20,39430.00,38.66,81.730,35784.280,3,10,"18.86",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,45.33,33.17,28.79,26.04,45.21,44.43,43.46,42.83
467,45460.00,45460.00,43996.34,247.44,39279.20,37.31,81.672,35860.974,3,10,"86.13",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.82,28.02,24.97,22.60,46.88,45.60,44.53,43.93
468,45460.00,45460.00,44120.83,247.11,39279.20,36.15,82.086,35937.131,3,10,"42.96",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.16,26.37,23.16,21.40,46.33,44.83,43.73,43.12
469,45460.00,45460.00,44055.24,248.89,39430.00,35.69,82.073,36013.817,3,10,"50.25",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.06,26.88,22.79,19.84,45.01,44.30,43.46,43.01
470,45460.00,45460.00,44104.27,248.61,39279.20,39.88,81.806,36090.252,3,10,"68.69",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,46.78,34.85,31.78,28.28,45.85,44.77,43.68,43.04
471,45460.00,45460.00,43983.58,250.06,1.00,36.01,82.117,36168.296,3,10,"1.27",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.57,26.92,23.42,20.58,45.64,44.65,43.44,42.74
472,45460.00,45460.00,43956.31,250.63,39279.20,38.62,81.945,36244.957,3,10,"65.82",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,45.34,32.26,28.80,26.22,45.50,44.52,43.40,42.86
473,45460.00,45460.00,44143.24,250.12,39279.20,36.22,82.506,36322.703,3,10,"97.18",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.84,26.65,23.09,21.20,45.85,45.20,44.30,43.53
474,45460.00,45460.00,44093.79,250.16,39279.20,46.90,83.374,36400.367,3,10,"8.02",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,57.70,49.44,46.99,44.01,45.95,44.41,43.38,42.98
